scaffold,L,boolq_id,gold,reply,timing_s,first_token,compliant,pred_strict,correct_strict,pred_label,pred_raw,is_answered,is_idk,answered_correct
semantic,11,dev_0119,0,NO,17.641,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0120,1,NO,17.272,no,True,0.0,False,no,no,True,False,False
semantic,11,dev_0121,1,YES,17.718,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0123,0,NO,17.663,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0124,0,NO,17.499,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0125,1,NO,17.881,no,True,0.0,False,no,no,True,False,False
semantic,11,dev_0126,0,NO,17.546,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0128,0,NO,17.409,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0129,1,YES,17.356,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0130,0,NO,17.774,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0131,1,I don't know.,17.316,i,False,,,idk,i don't know,False,True,
semantic,11,dev_0132,1,YES,17.427,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0133,0,YES,16.04,yes,True,1.0,False,yes,yes,True,False,False
semantic,11,dev_0134,0,YES,17.255,yes,True,1.0,False,yes,yes,True,False,False
semantic,11,dev_0136,1,YES,17.52,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0137,1,YES,16.38,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0138,0,YES,17.659,yes,True,1.0,False,yes,yes,True,False,False
semantic,11,dev_0139,1,YES,17.791,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0140,0,NO,17.56,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0141,0,NO,17.726,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0142,0,NO,17.362,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0143,1,YES,17.005,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0144,1,YES,16.878,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0145,0,NO,17.446,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0147,1,YES,16.657,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0148,1,NO,17.84,no,True,0.0,False,no,no,True,False,False
semantic,11,dev_0150,1,YES,18.028,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0151,0,NO,17.54,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0153,1,YES,17.822,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0154,0,NO,15.377,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0155,0,NO,17.346,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0156,1,YES,17.137,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0157,0,NO,17.679,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0159,1,YES,17.386,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0160,1,NO,15.565,no,True,0.0,False,no,no,True,False,False
semantic,11,dev_0161,1,YES,17.329,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0162,1,YES,17.149,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0163,1,NO,17.21,no,True,0.0,False,no,no,True,False,False
semantic,11,dev_0164,1,YES,17.975,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0165,0,YES,16.397,yes,True,1.0,False,yes,yes,True,False,False
semantic,11,dev_0166,0,YES,17.865,yes,True,1.0,False,yes,yes,True,False,False
semantic,11,dev_0169,0,NO,17.617,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0170,0,NO,17.142,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0171,0,NO,17.378,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0172,0,NO,17.428,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0175,1,YES,17.611,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0176,1,NO,17.881,no,True,0.0,False,no,no,True,False,False
semantic,11,dev_0177,0,NO,15.5,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0178,1,NO,17.671,no,True,0.0,False,no,no,True,False,False
semantic,11,dev_0179,0,NO,17.227,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0180,0,NO,17.684,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0183,1,NO,17.703,no,True,0.0,False,no,no,True,False,False
semantic,11,dev_0184,1,NO,17.468,no,True,0.0,False,no,no,True,False,False
semantic,11,dev_0185,0,NO,17.018,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0186,1,YES,17.314,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0187,1,YES,17.78,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0188,1,YES,17.629,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0189,1,NO,17.616,no,True,0.0,False,no,no,True,False,False
semantic,11,dev_0190,1,YES,17.482,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0191,1,NO,17.312,no,True,0.0,False,no,no,True,False,False
semantic,11,dev_0192,1,NO,17.921,no,True,0.0,False,no,no,True,False,False
semantic,11,dev_0193,1,YES,17.478,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0194,1,YES,18.041,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0195,1,YES,17.71,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0196,1,YES,17.598,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0198,0,YES,16.808,yes,True,1.0,False,yes,yes,True,False,False
semantic,11,dev_0199,0,NO,17.899,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0200,1,YES,17.911,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0201,1,YES,17.373,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0202,1,YES,17.32,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0203,1,NO,17.826,no,True,0.0,False,no,no,True,False,False
semantic,11,dev_0204,0,NO,16.159,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0205,1,YES,17.285,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0206,1,YES,17.398,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0207,0,NO,17.299,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0208,1,NO,17.155,no,True,0.0,False,no,no,True,False,False
semantic,11,dev_0209,0,NO,17.339,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0210,0,NO,16.69,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0211,1,NO,17.883,no,True,0.0,False,no,no,True,False,False
semantic,11,dev_0212,0,NO,17.208,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0214,1,YES,17.533,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0215,0,I don't know.,17.512,i,False,,,idk,i don't know,False,True,
semantic,11,dev_0216,1,NO,17.645,no,True,0.0,False,no,no,True,False,False
semantic,11,dev_0217,0,NO,17.39,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0219,1,YES,17.689,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0221,0,YES,17.292,yes,True,1.0,False,yes,yes,True,False,False
semantic,11,dev_0222,0,NO,16.45,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0223,0,I don't know,17.443,i,False,,,idk,i don't know,False,True,
semantic,11,dev_0224,0,NO,17.219,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0226,0,NO,17.093,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0227,1,YES,16.413,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0228,1,I don't know.,17.772,i,False,,,idk,i don't know,False,True,
semantic,11,dev_0229,1,YES,17.227,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0230,0,NO,17.475,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0231,1,NO,17.724,no,True,0.0,False,no,no,True,False,False
semantic,11,dev_0232,1,YES,17.637,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0234,0,I don't know.,17.452,i,False,,,idk,i don't know,False,True,
semantic,11,dev_0236,0,NO,17.026,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0237,0,NO,17.61,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0238,1,I don't know.,16.584,i,False,,,idk,i don't know,False,True,
semantic,11,dev_0240,0,NO,17.354,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0241,1,NO,17.554,no,True,0.0,False,no,no,True,False,False
semantic,11,dev_0242,1,YES,17.355,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0243,0,NO,17.819,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0245,1,NO,17.664,no,True,0.0,False,no,no,True,False,False
semantic,11,dev_0246,1,NO,17.6,no,True,0.0,False,no,no,True,False,False
semantic,11,dev_0247,0,NO,17.931,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0248,1,YES,17.451,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0249,1,NO,17.776,no,True,0.0,False,no,no,True,False,False
semantic,11,dev_0250,1,YES,17.278,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0251,1,NO,17.256,no,True,0.0,False,no,no,True,False,False
semantic,11,dev_0252,1,I don't know.,17.264,i,False,,,idk,i don't know,False,True,
semantic,11,dev_0254,1,YES,17.609,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0256,1,NO,17.582,no,True,0.0,False,no,no,True,False,False
semantic,11,dev_0257,1,NO,17.259,no,True,0.0,False,no,no,True,False,False
semantic,11,dev_0258,1,NO,17.252,no,True,0.0,False,no,no,True,False,False
semantic,11,dev_0259,0,NO,16.15,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0260,0,NO,17.263,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0261,0,NO,16.991,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0262,1,YES,17.34,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0263,1,YES,17.588,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0264,1,YES,18.113,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0265,1,"YES


##",17.435,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0266,1,NO,18.016,no,True,0.0,False,no,no,True,False,False
semantic,11,dev_0267,1,YES,17.858,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0268,1,YES,17.669,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0269,0,NO,17.416,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0270,0,NO,17.762,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0271,1,YES,17.04,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0272,0,I don't know.,17.296,i,False,,,idk,i don't know,False,True,
semantic,11,dev_0273,0,NO,17.564,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0274,1,YES,17.91,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0275,1,YES,17.641,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0277,0,YES,17.076,yes,True,1.0,False,yes,yes,True,False,False
semantic,11,dev_0279,1,YES,17.618,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0280,1,YES,18.096,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0281,1,YES,17.665,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0282,1,YES,16.547,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0284,1,NO,17.562,no,True,0.0,False,no,no,True,False,False
semantic,11,dev_0285,0,YES,17.335,yes,True,1.0,False,yes,yes,True,False,False
semantic,11,dev_0286,1,NO,17.404,no,True,0.0,False,no,no,True,False,False
semantic,11,dev_0287,1,NO,17.979,no,True,0.0,False,no,no,True,False,False
semantic,11,dev_0288,1,YES,18.118,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0289,1,YES,17.593,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0290,0,NO,17.322,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0293,1,YES,17.682,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0294,0,NO,14.667,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0295,0,YES,17.141,yes,True,1.0,False,yes,yes,True,False,False
semantic,11,dev_0298,1,NO,17.253,no,True,0.0,False,no,no,True,False,False
semantic,11,dev_0299,0,I don't know.,17.217,i,False,,,idk,i don't know,False,True,
semantic,11,dev_0301,0,NO,17.914,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0302,0,NO,17.42,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0303,0,I don't know.,17.704,i,False,,,idk,i don't know,False,True,
semantic,11,dev_0304,1,YES,17.383,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0305,0,NO,17.81,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0306,1,NO,16.451,no,True,0.0,False,no,no,True,False,False
semantic,11,dev_0307,1,NO,17.651,no,True,0.0,False,no,no,True,False,False
semantic,11,dev_0308,1,YES,17.872,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0309,0,NO,17.709,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0310,1,YES,17.802,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0311,1,YES,16.645,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0312,0,NO,17.23,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0313,0,NO,17.84,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0314,1,YES,17.74,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0315,1,YES,16.941,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0316,1,NO,17.896,no,True,0.0,False,no,no,True,False,False
semantic,11,dev_0317,0,NO,17.137,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0318,1,YES,17.26,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0321,1,NO,18.072,no,True,0.0,False,no,no,True,False,False
semantic,11,dev_0322,1,YES,17.232,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0323,1,YES,17.897,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0324,1,I don't know.,17.727,i,False,,,idk,i don't know,False,True,
semantic,11,dev_0325,1,YES,17.622,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0326,1,YES,17.965,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0328,0,NO,16.969,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0329,1,YES,17.568,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0330,1,YES,17.249,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0331,1,YES,16.571,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0333,1,NO,17.751,no,True,0.0,False,no,no,True,False,False
semantic,11,dev_0334,1,YES,17.664,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0335,0,NO,17.765,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0336,0,YES,17.681,yes,True,1.0,False,yes,yes,True,False,False
semantic,11,dev_0337,1,NO,18.144,no,True,0.0,False,no,no,True,False,False
semantic,11,dev_0338,1,YES,17.659,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0339,1,NO,18.158,no,True,0.0,False,no,no,True,False,False
semantic,11,dev_0341,1,YES,17.646,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0342,0,NO,17.241,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0343,1,NO,17.432,no,True,0.0,False,no,no,True,False,False
semantic,11,dev_0344,1,NO,17.593,no,True,0.0,False,no,no,True,False,False
semantic,11,dev_0345,1,YES,18.027,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0346,1,YES,17.757,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0347,1,NO,17.516,no,True,0.0,False,no,no,True,False,False
semantic,11,dev_0348,1,I don't know.,17.52,i,False,,,idk,i don't know,False,True,
semantic,11,dev_0349,1,YES,17.734,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0350,1,YES,16.281,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0351,0,YES,17.874,yes,True,1.0,False,yes,yes,True,False,False
semantic,11,dev_0352,0,NO,18.035,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0353,1,NO,18.079,no,True,0.0,False,no,no,True,False,False
semantic,11,dev_0355,0,YES,17.34,yes,True,1.0,False,yes,yes,True,False,False
semantic,11,dev_0357,1,I don't know.,17.391,i,False,,,idk,i don't know,False,True,
semantic,11,dev_0358,0,NO,17.614,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0359,1,YES,17.217,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0360,0,I don't know,17.593,i,False,,,idk,i don't know,False,True,
semantic,11,dev_0361,1,YES,17.668,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0362,1,YES,17.262,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0363,1,NO,17.84,no,True,0.0,False,no,no,True,False,False
semantic,11,dev_0364,0,NO,17.957,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0366,0,YES,17.759,yes,True,1.0,False,yes,yes,True,False,False
semantic,11,dev_0367,1,YES,17.657,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0368,0,NO,17.514,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0369,1,YES,17.364,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0371,0,NO,17.61,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0372,1,YES,17.919,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0373,1,YES,17.305,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0374,0,NO,17.765,no,True,0.0,True,no,no,True,False,True
semantic,11,dev_0375,1,YES,16.978,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0376,1,I don't know,17.761,i,False,,,idk,i don't know,False,True,
semantic,11,dev_0377,1,YES,17.411,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0378,1,YES,18.058,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0379,1,YES,17.57,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0380,1,YES,17.696,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0382,1,I don't know.,17.346,i,False,,,idk,i don't know,False,True,
semantic,11,dev_0383,1,YES,17.873,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0384,1,YES,16.952,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0385,1,NO,17.698,no,True,0.0,False,no,no,True,False,False
semantic,11,dev_0386,1,I don't know.,17.352,i,False,,,idk,i don't know,False,True,
semantic,11,dev_0387,1,YES,17.412,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0388,0,I don't know.,17.131,i,False,,,idk,i don't know,False,True,
semantic,11,dev_0389,1,NO,17.491,no,True,0.0,False,no,no,True,False,False
semantic,11,dev_0393,1,YES,16.943,yes,True,1.0,True,yes,yes,True,False,True
semantic,11,dev_0395,0,NO,17.514,no,True,0.0,True,no,no,True,False,True
