boolq_id,pred_L1,comp_L1,corr_L1,label_L1,answered_L1,idk_L1,anscorr_L1
dev_0195,yes,True,False,yes,True,False,False
dev_0196,yes,True,False,yes,True,False,False
dev_0198,no,True,True,no,True,False,True
dev_0200,yes,True,False,yes,True,False,False
dev_0202,yes,True,False,yes,True,False,False
dev_0207,no,True,True,no,True,False,True
dev_0209,no,True,True,no,True,False,True
dev_0210,yes,True,False,yes,True,False,False
dev_0211,yes,True,False,yes,True,False,False
dev_0212,yes,True,False,yes,True,False,False
dev_0214,yes,True,False,yes,True,False,False
dev_0215,no,True,True,no,True,False,True
dev_0221,yes,True,False,yes,True,False,False
dev_0222,no,True,True,no,True,False,True
dev_0223,no,True,True,no,True,False,True
dev_0224,no,True,True,no,True,False,True
dev_0229,no,True,True,no,True,False,True
dev_0230,no,True,True,no,True,False,True
dev_0231,no,True,True,no,True,False,True
dev_0234,no,True,True,no,True,False,True
dev_0236,no,True,True,no,True,False,True
dev_0237,yes,True,False,yes,True,False,False
dev_0238,no,True,True,no,True,False,True
dev_0240,no,True,True,no,True,False,True
dev_0241,yes,True,False,yes,True,False,False
dev_0242,yes,True,False,yes,True,False,False
dev_0243,yes,True,False,yes,True,False,False
dev_0245,yes,True,False,yes,True,False,False
dev_0247,i,False,,idk,False,True,
dev_0248,no,True,True,no,True,False,True
dev_0249,yes,True,False,yes,True,False,False
dev_0250,yes,True,False,yes,True,False,False
dev_0251,no,True,True,no,True,False,True
dev_0252,no,True,True,no,True,False,True
dev_0254,no,True,True,no,True,False,True
dev_0256,no,True,True,no,True,False,True
dev_0257,no,True,True,no,True,False,True
dev_0258,no,True,True,no,True,False,True
dev_0260,no,True,True,no,True,False,True
dev_0262,yes,True,False,yes,True,False,False
dev_0266,i,False,,idk,False,True,
dev_0268,yes,True,False,yes,True,False,False
dev_0270,yes,True,False,yes,True,False,False
dev_0271,no,True,True,no,True,False,True
dev_0272,yes,True,False,yes,True,False,False
dev_0273,no,True,True,no,True,False,True
dev_0277,yes,True,False,yes,True,False,False
dev_0281,yes,True,False,yes,True,False,False
dev_0284,no,True,True,no,True,False,True
dev_0286,no,True,True,no,True,False,True
dev_0287,no,True,True,no,True,False,True
dev_0288,yes,True,False,yes,True,False,False
dev_0290,i,False,,idk,False,True,
dev_0294,no,True,True,no,True,False,True
dev_0295,yes,True,False,yes,True,False,False
dev_0298,no,True,True,no,True,False,True
dev_0301,no,True,True,no,True,False,True
dev_0303,no,True,True,no,True,False,True
dev_0305,no,True,True,no,True,False,True
dev_0306,yes,True,False,yes,True,False,False
dev_0307,yes,True,False,yes,True,False,False
dev_0308,yes,True,False,yes,True,False,False
dev_0309,no,True,True,no,True,False,True
dev_0310,no,True,True,no,True,False,True
dev_0312,no,True,True,no,True,False,True
dev_0313,no,True,True,no,True,False,True
dev_0315,no,True,True,no,True,False,True
dev_0316,yes,True,False,yes,True,False,False
dev_0317,no,True,True,no,True,False,True
dev_0318,yes,True,False,yes,True,False,False
dev_0321,yes,True,False,yes,True,False,False
dev_0322,yes,True,False,yes,True,False,False
dev_0323,no,True,True,no,True,False,True
dev_0326,yes,True,False,yes,True,False,False
dev_0329,no,True,True,no,True,False,True
dev_0330,yes,True,False,yes,True,False,False
dev_0331,yes,True,False,yes,True,False,False
dev_0333,no,True,True,no,True,False,True
dev_0334,yes,True,False,yes,True,False,False
dev_0336,yes,True,False,yes,True,False,False
dev_0337,yes,True,False,yes,True,False,False
dev_0338,yes,True,False,yes,True,False,False
dev_0339,yes,True,False,yes,True,False,False
dev_0342,no,True,True,no,True,False,True
dev_0343,no,True,True,no,True,False,True
dev_0344,no,True,True,no,True,False,True
dev_0346,yes,True,False,yes,True,False,False
dev_0347,yes,True,False,yes,True,False,False
dev_0348,no,True,True,no,True,False,True
dev_0352,yes,True,False,yes,True,False,False
dev_0355,no,True,True,no,True,False,True
dev_0357,no,True,True,no,True,False,True
dev_0359,no,True,True,no,True,False,True
dev_0361,yes,True,False,yes,True,False,False
dev_0363,yes,True,False,yes,True,False,False
dev_0364,yes,True,False,yes,True,False,False
dev_0366,no,True,True,no,True,False,True
dev_0367,yes,True,False,yes,True,False,False
dev_0368,no,True,True,no,True,False,True
dev_0371,no,True,True,no,True,False,True
dev_0374,no,True,True,no,True,False,True
dev_0376,yes,True,False,yes,True,False,False
dev_0379,yes,True,False,yes,True,False,False
dev_0386,yes,True,False,yes,True,False,False
dev_0387,yes,True,False,yes,True,False,False
dev_0388,no,True,True,no,True,False,True
dev_0398,yes,True,False,yes,True,False,False
dev_0400,no,True,True,no,True,False,True
dev_0401,no,True,True,no,True,False,True
dev_0402,no,True,True,no,True,False,True
dev_0404,no,True,True,no,True,False,True
dev_0406,yes,True,False,yes,True,False,False
dev_0410,yes,True,False,yes,True,False,False
dev_0411,i,False,,idk,False,True,
dev_0412,no,True,True,no,True,False,True
dev_0418,no,True,True,no,True,False,True
dev_0419,yes,True,False,yes,True,False,False
dev_0420,no,True,True,no,True,False,True
dev_0421,no,True,True,no,True,False,True
dev_0422,i,False,,idk,False,True,
dev_0426,no,True,True,no,True,False,True
dev_0427,no,True,True,no,True,False,True
dev_0428,yes,True,False,yes,True,False,False
dev_0429,yes,True,False,yes,True,False,False
dev_0430,no,True,True,no,True,False,True
dev_0432,yes,True,False,yes,True,False,False
dev_0434,no,True,True,no,True,False,True
dev_0436,yes,True,False,yes,True,False,False
dev_0437,no,True,True,no,True,False,True
dev_0439,yes,True,False,yes,True,False,False
dev_0441,no,True,True,no,True,False,True
dev_0442,yes,True,False,yes,True,False,False
dev_0443,yes,True,False,yes,True,False,False
dev_0446,no,True,True,no,True,False,True
dev_0447,yes,True,False,yes,True,False,False
dev_0448,yes,True,False,yes,True,False,False
dev_0452,yes,True,False,yes,True,False,False
dev_0453,no,True,True,no,True,False,True
dev_0455,yes,True,False,yes,True,False,False
dev_0459,yes,True,False,yes,True,False,False
dev_0464,yes,True,False,yes,True,False,False
dev_0465,no,True,True,no,True,False,True
dev_0467,yes,True,False,yes,True,False,False
dev_0472,no,True,True,no,True,False,True
dev_0474,no,True,True,no,True,False,True
dev_0478,yes,True,False,yes,True,False,False
dev_0479,yes,True,False,yes,True,False,False
dev_0480,no,True,True,no,True,False,True
dev_0481,no,True,True,no,True,False,True
dev_0482,no,True,True,no,True,False,True
dev_0484,no,True,True,no,True,False,True
dev_0486,yes,True,False,yes,True,False,False
dev_0487,yes,True,False,yes,True,False,False
dev_0489,no,True,True,no,True,False,True
dev_0490,no,True,True,no,True,False,True
dev_0491,no,True,True,no,True,False,True
dev_0493,no,True,True,no,True,False,True
dev_0494,no,True,True,no,True,False,True
dev_0498,no,True,True,no,True,False,True
dev_0499,yes,True,False,yes,True,False,False
dev_0501,no,True,True,no,True,False,True
dev_0502,no,True,True,no,True,False,True
dev_0504,no,True,True,no,True,False,True
dev_0506,yes,True,False,yes,True,False,False
dev_0507,no,True,True,no,True,False,True
dev_0508,no,True,True,no,True,False,True
dev_0509,yes,True,False,yes,True,False,False
dev_0512,no,True,True,no,True,False,True
dev_0513,no,True,True,no,True,False,True
dev_0515,no,True,True,no,True,False,True
dev_0518,yes,True,False,yes,True,False,False
dev_0520,yes,True,False,yes,True,False,False
dev_0521,no,True,True,no,True,False,True
dev_0522,no,True,True,no,True,False,True
dev_0524,yes,True,False,yes,True,False,False
dev_0525,yes,True,False,yes,True,False,False
dev_0526,no,True,True,no,True,False,True
dev_0527,yes,True,False,yes,True,False,False
dev_0528,yes,True,False,yes,True,False,False
dev_0531,no,True,True,no,True,False,True
dev_0532,no,True,True,no,True,False,True
dev_0534,yes,True,False,yes,True,False,False
dev_0535,yes,True,False,yes,True,False,False
dev_0536,no,True,True,no,True,False,True
dev_0537,yes,True,False,yes,True,False,False
dev_0544,yes,True,False,yes,True,False,False
dev_0545,yes,True,False,yes,True,False,False
dev_0546,no,True,True,no,True,False,True
dev_0547,yes,True,False,yes,True,False,False
dev_0550,yes,True,False,yes,True,False,False
dev_0551,no,True,True,no,True,False,True
dev_0552,no,True,True,no,True,False,True
dev_0553,no,True,True,no,True,False,True
dev_0555,no,True,True,no,True,False,True
dev_0557,yes,True,False,yes,True,False,False
dev_0560,yes,True,False,yes,True,False,False
dev_0562,no,True,True,no,True,False,True
dev_0563,no,True,True,no,True,False,True
dev_0565,no,True,True,no,True,False,True
dev_0566,no,True,True,no,True,False,True
dev_0567,no,True,True,no,True,False,True
dev_0568,no,True,True,no,True,False,True
dev_0569,yes,True,False,yes,True,False,False
dev_0571,no,True,True,no,True,False,True
dev_0572,no,True,True,no,True,False,True
dev_0573,yes,True,False,yes,True,False,False
dev_0577,yes,True,False,yes,True,False,False
dev_0579,no,True,True,no,True,False,True
dev_0580,no,True,True,no,True,False,True
dev_0581,no,True,True,no,True,False,True
dev_0583,no,True,True,no,True,False,True
dev_0584,yes,True,False,yes,True,False,False
dev_0585,yes,True,False,yes,True,False,False
dev_0588,no,True,True,no,True,False,True
dev_0589,no,True,True,no,True,False,True
dev_0591,yes,True,False,yes,True,False,False
dev_0593,yes,True,False,yes,True,False,False
dev_0594,no,True,True,no,True,False,True
dev_0595,yes,True,False,yes,True,False,False
dev_0596,no,True,True,no,True,False,True
dev_0598,no,True,True,no,True,False,True
dev_0603,no,True,True,no,True,False,True
dev_0605,no,True,True,no,True,False,True
dev_0606,no,True,True,no,True,False,True
dev_0612,yes,True,False,yes,True,False,False
dev_0614,no,True,True,no,True,False,True
dev_0615,no,True,True,no,True,False,True
dev_0616,yes,True,False,yes,True,False,False
dev_0617,yes,True,False,yes,True,False,False
dev_0618,yes,True,False,yes,True,False,False
dev_0619,no,True,True,no,True,False,True
dev_0620,yes,True,False,yes,True,False,False
dev_0621,no,True,True,no,True,False,True
dev_0623,yes,True,False,yes,True,False,False
dev_0626,yes,True,False,yes,True,False,False
dev_0627,no,True,True,no,True,False,True
dev_0629,yes,True,False,yes,True,False,False
dev_0630,yes,True,False,yes,True,False,False
dev_0631,no,True,True,no,True,False,True
dev_0636,no,True,True,no,True,False,True
dev_0638,yes,True,False,yes,True,False,False
dev_0641,no,True,True,no,True,False,True
dev_0644,yes,True,False,yes,True,False,False
dev_0646,yes,True,False,yes,True,False,False
dev_0647,yes,True,False,yes,True,False,False
dev_0648,no,True,True,no,True,False,True
dev_0650,yes,True,False,yes,True,False,False
dev_0652,no,True,True,no,True,False,True
dev_0653,yes,True,False,yes,True,False,False
dev_0654,no,True,True,no,True,False,True
dev_0655,yes,True,False,yes,True,False,False
dev_0656,yes,True,False,yes,True,False,False
dev_0657,yes,True,False,yes,True,False,False
dev_0658,no,True,True,no,True,False,True
dev_0661,yes,True,False,yes,True,False,False
dev_0662,no,True,True,no,True,False,True
dev_0668,no,True,True,no,True,False,True
dev_0671,yes,True,False,yes,True,False,False
dev_0675,yes,True,False,yes,True,False,False
dev_0678,no,True,True,no,True,False,True
dev_0680,no,True,True,no,True,False,True
dev_0682,yes,True,False,yes,True,False,False
dev_0686,no,True,True,no,True,False,True
dev_0691,no,True,True,no,True,False,True
dev_0692,yes,True,False,yes,True,False,False
dev_0696,yes,True,False,yes,True,False,False
dev_0697,yes,True,False,yes,True,False,False
dev_0699,no,True,True,no,True,False,True
dev_0701,no,True,True,no,True,False,True
dev_0703,no,True,True,no,True,False,True
dev_0704,yes,True,False,yes,True,False,False
dev_0708,no,True,True,no,True,False,True
dev_0711,no,True,True,no,True,False,True
dev_0713,no,True,True,no,True,False,True
dev_0718,yes,True,False,yes,True,False,False
dev_0720,yes,True,False,yes,True,False,False
dev_0721,no,True,True,no,True,False,True
dev_0724,yes,True,False,yes,True,False,False
dev_0731,yes,True,False,yes,True,False,False
dev_0734,yes,True,False,yes,True,False,False
dev_0735,yes,True,False,yes,True,False,False
dev_0736,no,True,True,no,True,False,True
dev_0737,no,True,True,no,True,False,True
dev_0738,no,True,True,no,True,False,True
dev_0740,no,True,True,no,True,False,True
dev_0741,no,True,True,no,True,False,True
dev_0744,yes,True,False,yes,True,False,False
dev_0746,yes,True,False,yes,True,False,False
dev_0749,yes,True,False,yes,True,False,False
dev_0752,yes,True,False,yes,True,False,False
dev_0754,no,True,True,no,True,False,True
dev_0757,yes,True,False,yes,True,False,False
dev_0759,no,True,True,no,True,False,True
dev_0764,no,True,True,no,True,False,True
dev_0765,yes,True,False,yes,True,False,False
dev_0767,yes,True,False,yes,True,False,False
dev_0770,no,True,True,no,True,False,True
dev_0771,no,True,True,no,True,False,True
dev_0773,yes,True,False,yes,True,False,False
dev_0778,yes,True,False,yes,True,False,False
dev_0782,no,True,True,no,True,False,True
dev_0783,no,True,True,no,True,False,True
dev_0787,yes,True,False,yes,True,False,False
dev_0788,no,True,True,no,True,False,True
dev_0790,yes,True,False,yes,True,False,False
dev_0794,yes,True,False,yes,True,False,False
dev_0795,no,True,True,no,True,False,True
dev_0797,yes,True,False,yes,True,False,False
dev_0798,no,True,True,no,True,False,True
dev_0799,no,True,True,no,True,False,True
dev_0814,no,True,True,no,True,False,True
dev_0815,yes,True,False,yes,True,False,False
dev_0816,no,True,True,no,True,False,True
dev_0817,yes,True,False,yes,True,False,False
dev_0822,yes,True,False,yes,True,False,False
dev_0823,no,True,True,no,True,False,True
dev_0825,yes,True,False,yes,True,False,False
dev_0829,yes,True,False,yes,True,False,False
dev_0831,yes,True,False,yes,True,False,False
dev_0832,no,True,True,no,True,False,True
dev_0833,yes,True,False,yes,True,False,False
dev_0835,no,True,True,no,True,False,True
dev_0837,no,True,True,no,True,False,True
dev_0838,no,True,True,no,True,False,True
dev_0839,no,True,True,no,True,False,True
dev_0842,yes,True,False,yes,True,False,False
dev_0844,no,True,True,no,True,False,True
dev_0845,no,True,True,no,True,False,True
dev_0848,no,True,True,no,True,False,True
dev_0851,yes,True,False,yes,True,False,False
dev_0852,no,True,True,no,True,False,True
dev_0853,no,True,True,no,True,False,True
dev_0854,yes,True,False,yes,True,False,False
dev_0855,yes,True,False,yes,True,False,False
dev_0859,no,True,True,no,True,False,True
dev_0861,no,True,True,no,True,False,True
dev_0862,yes,True,False,yes,True,False,False
dev_0863,no,True,True,no,True,False,True
dev_0864,no,True,True,no,True,False,True
dev_0865,no,True,True,no,True,False,True
dev_0866,no,True,True,no,True,False,True
dev_0867,no,True,True,no,True,False,True
dev_0868,no,True,True,no,True,False,True
dev_0870,yes,True,False,yes,True,False,False
dev_0871,yes,True,False,yes,True,False,False
dev_0872,yes,True,False,yes,True,False,False
dev_0873,yes,True,False,yes,True,False,False
dev_0874,no,True,True,no,True,False,True
dev_0875,no,True,True,no,True,False,True
dev_0878,no,True,True,no,True,False,True
dev_0880,no,True,True,no,True,False,True
dev_0883,yes,True,False,yes,True,False,False
dev_0885,no,True,True,no,True,False,True
dev_0888,no,True,True,no,True,False,True
dev_0896,yes,True,False,yes,True,False,False
dev_0898,no,True,True,no,True,False,True
dev_0900,no,True,True,no,True,False,True
dev_0901,no,True,True,no,True,False,True
dev_0908,no,True,True,no,True,False,True
dev_0909,no,True,True,no,True,False,True
dev_0910,yes,True,False,yes,True,False,False
dev_0911,yes,True,False,yes,True,False,False
dev_0913,yes,True,False,yes,True,False,False
dev_0914,no,True,True,no,True,False,True
dev_0915,yes,True,False,yes,True,False,False
dev_0916,no,True,True,no,True,False,True
dev_0921,no,True,True,no,True,False,True
dev_0922,yes,True,False,yes,True,False,False
dev_0933,no,True,True,no,True,False,True
dev_0934,yes,True,False,yes,True,False,False
dev_0935,yes,True,False,yes,True,False,False
dev_0938,no,True,True,no,True,False,True
dev_0940,yes,True,False,yes,True,False,False
dev_0943,no,True,True,no,True,False,True
dev_0944,yes,True,False,yes,True,False,False
dev_0945,no,True,True,no,True,False,True
dev_0950,yes,True,False,yes,True,False,False
dev_0952,no,True,True,no,True,False,True
dev_0953,no,True,True,no,True,False,True
dev_0954,i,False,,idk,False,True,
dev_0955,no,True,True,no,True,False,True
dev_0958,yes,True,False,yes,True,False,False
dev_0966,no,True,True,no,True,False,True
dev_0973,no,True,True,no,True,False,True
dev_0975,yes,True,False,yes,True,False,False
dev_0981,no,True,True,no,True,False,True
dev_0985,no,True,True,no,True,False,True
dev_0991,no,True,True,no,True,False,True
dev_0992,no,True,True,no,True,False,True
dev_0994,no,True,True,no,True,False,True
dev_0996,yes,True,False,yes,True,False,False
dev_0997,no,True,True,no,True,False,True
dev_1003,no,True,True,no,True,False,True
dev_1006,no,True,True,no,True,False,True
dev_1011,yes,True,False,yes,True,False,False
dev_1022,no,True,True,no,True,False,True
dev_1023,no,True,True,no,True,False,True
dev_1032,yes,True,False,yes,True,False,False
dev_1049,yes,True,False,yes,True,False,False
dev_1050,no,True,True,no,True,False,True
dev_1059,yes,True,False,yes,True,False,False
dev_1062,no,True,True,no,True,False,True
dev_1067,yes,True,False,yes,True,False,False
dev_1075,no,True,True,no,True,False,True
dev_1076,no,True,True,no,True,False,True
dev_1078,yes,True,False,yes,True,False,False
dev_1083,no,True,True,no,True,False,True
dev_1088,no,True,True,no,True,False,True
dev_1089,no,True,True,no,True,False,True
dev_1097,yes,True,False,yes,True,False,False
dev_1102,yes,True,False,yes,True,False,False
dev_1110,no,True,True,no,True,False,True
dev_1112,yes,True,False,yes,True,False,False
dev_1113,no,True,True,no,True,False,True
dev_1121,yes,True,False,yes,True,False,False
dev_1125,yes,True,False,yes,True,False,False
dev_1131,yes,True,False,yes,True,False,False
dev_1132,no,True,True,no,True,False,True
dev_1133,yes,True,False,yes,True,False,False
dev_1134,yes,True,False,yes,True,False,False
dev_1135,no,True,True,no,True,False,True
dev_1137,no,True,True,no,True,False,True
dev_1138,no,True,True,no,True,False,True
dev_1139,yes,True,False,yes,True,False,False
dev_1142,no,True,True,no,True,False,True
dev_1143,yes,True,False,yes,True,False,False
dev_1146,yes,True,False,yes,True,False,False
dev_1148,no,True,True,no,True,False,True
dev_1153,no,True,True,no,True,False,True
dev_1154,no,True,True,no,True,False,True
dev_1155,no,True,True,no,True,False,True
dev_1158,no,True,True,no,True,False,True
dev_1159,yes,True,False,yes,True,False,False
dev_1162,yes,True,False,yes,True,False,False
dev_1171,yes,True,False,yes,True,False,False
dev_1172,no,True,True,no,True,False,True
dev_1175,yes,True,False,yes,True,False,False
dev_1177,yes,True,False,yes,True,False,False
dev_1178,no,True,True,no,True,False,True
dev_1179,no,True,True,no,True,False,True
dev_1183,no,True,True,no,True,False,True
dev_1186,yes,True,False,yes,True,False,False
dev_1188,no,True,True,no,True,False,True
dev_1195,no,True,True,no,True,False,True
dev_1196,yes,True,False,yes,True,False,False
dev_1197,no,True,True,no,True,False,True
dev_1204,yes,True,False,yes,True,False,False
dev_1205,yes,True,False,yes,True,False,False
dev_1207,yes,True,False,yes,True,False,False
dev_1208,no,True,True,no,True,False,True
dev_1209,no,True,True,no,True,False,True
dev_1210,i,False,,idk,False,True,
dev_1213,no,True,True,no,True,False,True
dev_1221,no,True,True,no,True,False,True
dev_1222,no,True,True,no,True,False,True
dev_1224,yes,True,False,yes,True,False,False
dev_1227,no,True,True,no,True,False,True
dev_1229,yes,True,False,yes,True,False,False
dev_1230,no,True,True,no,True,False,True
dev_1233,no,True,True,no,True,False,True
dev_1234,no,True,True,no,True,False,True
dev_1235,yes,True,False,yes,True,False,False
dev_1239,no,True,True,no,True,False,True
dev_1241,yes,True,False,yes,True,False,False
dev_1244,no,True,True,no,True,False,True
dev_1245,no,True,True,no,True,False,True
dev_1249,yes,True,False,yes,True,False,False
dev_1250,yes,True,False,yes,True,False,False
dev_1251,yes,True,False,yes,True,False,False
dev_1254,no,True,True,no,True,False,True
dev_1256,no,True,True,no,True,False,True
dev_1257,no,True,True,no,True,False,True
dev_1258,yes,True,False,yes,True,False,False
dev_1260,no,True,True,no,True,False,True
dev_1261,yes,True,False,yes,True,False,False
dev_1267,yes,True,False,yes,True,False,False
dev_1269,no,True,True,no,True,False,True
dev_1271,yes,True,False,yes,True,False,False
dev_1273,no,True,True,no,True,False,True
dev_1275,no,True,True,no,True,False,True
dev_1278,yes,True,False,yes,True,False,False
dev_1283,no,True,True,no,True,False,True
dev_1285,yes,True,False,yes,True,False,False
dev_1286,yes,True,False,yes,True,False,False
dev_1290,yes,True,False,yes,True,False,False
dev_1292,no,True,True,no,True,False,True
dev_1294,yes,True,False,yes,True,False,False
dev_1296,yes,True,False,yes,True,False,False
dev_1299,no,True,True,no,True,False,True
dev_1302,yes,True,False,yes,True,False,False
dev_1303,no,True,True,no,True,False,True
dev_1305,yes,True,False,yes,True,False,False
dev_1307,no,True,True,no,True,False,True
dev_1311,no,True,True,no,True,False,True
dev_1313,no,True,True,no,True,False,True
dev_1315,no,True,True,no,True,False,True
dev_1316,no,True,True,no,True,False,True
dev_1317,yes,True,False,yes,True,False,False
dev_1324,yes,True,False,yes,True,False,False
dev_1329,no,True,True,no,True,False,True
dev_1333,no,True,True,no,True,False,True
dev_1334,no,True,True,no,True,False,True
dev_1335,no,True,True,no,True,False,True
dev_1336,yes,True,False,yes,True,False,False
dev_1338,no,True,True,no,True,False,True
dev_1345,yes,True,False,yes,True,False,False
dev_1349,yes,True,False,yes,True,False,False
dev_1354,no,True,True,no,True,False,True
dev_1357,no,True,True,no,True,False,True
dev_1359,no,True,True,no,True,False,True
dev_1360,yes,True,False,yes,True,False,False
dev_1364,yes,True,False,yes,True,False,False
dev_1366,no,True,True,no,True,False,True
dev_1370,no,True,True,no,True,False,True
dev_1371,yes,True,False,yes,True,False,False
dev_1372,yes,True,False,yes,True,False,False
dev_1376,yes,True,False,yes,True,False,False
dev_1379,yes,True,False,yes,True,False,False
dev_1382,no,True,True,no,True,False,True
dev_1388,no,True,True,no,True,False,True
dev_1402,no,True,True,no,True,False,True
dev_1406,yes,True,False,yes,True,False,False
dev_1408,no,True,True,no,True,False,True
dev_1413,no,True,True,no,True,False,True
dev_1419,no,True,True,no,True,False,True
dev_1420,yes,True,False,yes,True,False,False
dev_1422,yes,True,False,yes,True,False,False
dev_1423,yes,True,False,yes,True,False,False
dev_1424,yes,True,False,yes,True,False,False
dev_1428,yes,True,False,yes,True,False,False
dev_1436,no,True,True,no,True,False,True
dev_1438,no,True,True,no,True,False,True
dev_1439,no,True,True,no,True,False,True
dev_1440,yes,True,False,yes,True,False,False
dev_1442,yes,True,False,yes,True,False,False
dev_1443,no,True,True,no,True,False,True
dev_1444,yes,True,False,yes,True,False,False
dev_1446,no,True,True,no,True,False,True
dev_1452,yes,True,False,yes,True,False,False
dev_1455,no,True,True,no,True,False,True
dev_1457,no,True,True,no,True,False,True
dev_1458,no,True,True,no,True,False,True
dev_1460,no,True,True,no,True,False,True
dev_1462,yes,True,False,yes,True,False,False
dev_1464,yes,True,False,yes,True,False,False
dev_1467,yes,True,False,yes,True,False,False
dev_1468,no,True,True,no,True,False,True
dev_1471,no,True,True,no,True,False,True
dev_1473,no,True,True,no,True,False,True
dev_1477,yes,True,False,yes,True,False,False
dev_1482,no,True,True,no,True,False,True
dev_1483,no,True,True,no,True,False,True
dev_1489,yes,True,False,yes,True,False,False
dev_1494,no,True,True,no,True,False,True
dev_1497,no,True,True,no,True,False,True
dev_1498,yes,True,False,yes,True,False,False
dev_1505,yes,True,False,yes,True,False,False
dev_1508,yes,True,False,yes,True,False,False
dev_1511,no,True,True,no,True,False,True
dev_1515,yes,True,False,yes,True,False,False
dev_1517,no,True,True,no,True,False,True
dev_1518,yes,True,False,yes,True,False,False
dev_1521,no,True,True,no,True,False,True
dev_1524,no,True,True,no,True,False,True
dev_1528,no,True,True,no,True,False,True
dev_1533,yes,True,False,yes,True,False,False
dev_1534,yes,True,False,yes,True,False,False
dev_1543,yes,True,False,yes,True,False,False
dev_1544,yes,True,False,yes,True,False,False
dev_1546,no,True,True,no,True,False,True
dev_1551,no,True,True,no,True,False,True
dev_1552,no,True,True,no,True,False,True
dev_1554,yes,True,False,yes,True,False,False
dev_1557,no,True,True,no,True,False,True
dev_1558,no,True,True,no,True,False,True
dev_1559,yes,True,False,yes,True,False,False
dev_1563,no,True,True,no,True,False,True
dev_1564,no,True,True,no,True,False,True
dev_1568,no,True,True,no,True,False,True
dev_1574,yes,True,False,yes,True,False,False
dev_1580,no,True,True,no,True,False,True
dev_1584,yes,True,False,yes,True,False,False
dev_1588,no,True,True,no,True,False,True
dev_1589,no,True,True,no,True,False,True
dev_1595,no,True,True,no,True,False,True
dev_1610,no,True,True,no,True,False,True
dev_1627,no,True,True,no,True,False,True
dev_1632,yes,True,False,yes,True,False,False
dev_1633,no,True,True,no,True,False,True
dev_1643,no,True,True,no,True,False,True
dev_1646,yes,True,False,yes,True,False,False
dev_1650,no,True,True,no,True,False,True
dev_1651,yes,True,False,yes,True,False,False
