scaffold,L,boolq_id,gold,reply,timing_s,first_token,compliant,pred_strict,correct_strict,pred_label,pred_raw,is_answered,is_idk,answered_correct,condition,acc_type
baseline,1,dev_0257,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_0270,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_0287,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_0295,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_0298,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_0312,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_0316,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_0318,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_0321,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_0333,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_0336,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_0343,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_0352,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_0355,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_0364,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_0366,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_0406,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_0428,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_0429,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_0430,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_0436,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_0441,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_0442,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_0479,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_0481,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_0482,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_0487,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_0504,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_0509,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_0532,0,I don't know.,,i,False,,,idk,i don't know,False,True,,baseline,IDK
baseline,1,dev_0534,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_0536,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_0537,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_0546,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_0560,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_0568,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_0569,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_0588,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_0594,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_0596,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_0598,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_0612,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_0617,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_0662,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_0678,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_0696,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_0711,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_0718,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_0724,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_0731,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_0737,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_0754,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_0759,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_0764,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_0782,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_0817,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_0829,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_0832,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_0837,0,"NO

Universal healthcare and socialized medicine are related concepts but not the same.",,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_0853,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_0854,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_0862,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_0871,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_0916,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_0922,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_0933,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_0934,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_0940,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_0944,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_0952,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_0958,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_0981,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_0991,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_0994,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_0996,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_1006,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1011,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_1022,0,"NO

Enterprise value and firm value are related but not exactly the same. Enterprise",,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1049,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_1062,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1075,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1102,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_1110,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1112,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_1113,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1121,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1133,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_1138,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1146,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_1155,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_1175,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_1178,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_1183,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1196,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_1204,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1205,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_1209,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1227,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1229,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1230,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1235,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_1239,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1241,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1250,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_1256,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_1261,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_1267,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_1271,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_1283,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1285,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_1286,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_1294,0,"NO

A terminating decimal cannot be written as a recurring decimal. A terminating decimal",,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1296,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1303,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1307,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_1311,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1316,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1317,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1333,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1336,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_1345,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_1359,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1370,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1371,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_1372,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1382,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1406,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_1408,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1413,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1419,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1420,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1423,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_1424,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1436,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1438,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1452,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_1455,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1464,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_1467,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1473,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1489,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1498,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1508,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_1515,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_1517,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1528,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_1533,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_1534,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1546,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1552,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1557,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_1563,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_1627,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1632,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1650,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_1655,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_1658,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_1659,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_1673,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1680,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_1687,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_1698,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_1707,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1727,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1736,0,"NO

The magnitude of a physical quantity does not change with a change in the",,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1737,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_1740,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1743,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1749,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1750,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1757,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1763,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_1775,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1789,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1806,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1814,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_1823,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1832,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_1849,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1851,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_1857,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_1895,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1906,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1916,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1919,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_1924,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_1938,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_1948,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1950,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1960,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1977,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1995,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_1997,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_2009,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_2032,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_2045,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_2053,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_2061,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_2065,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_2068,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_2078,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_2079,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_2088,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_2091,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_2094,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_2095,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_2139,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_2166,0,"NO

Staring at a bright light can cause temporary discomfort, pain, or",,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_2184,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_2187,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_2192,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_2196,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_2199,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_2204,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_2220,0,I don't know.,,i,False,,,idk,i don't know,False,True,,baseline,IDK
baseline,1,dev_2224,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_2232,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_2234,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_2237,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_2247,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_2248,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_2266,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_2275,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_2295,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_2304,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_2306,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_2310,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_2315,0,"NO

Centripetal and centrifugal forces are not an action-reaction pair",,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_2323,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_2328,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_2350,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_2382,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_2387,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_2388,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_2396,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_2408,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_2413,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_2428,0,"NO

A PICC line (Peripherally Inserted Central Catheter)",,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_2433,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_2434,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_2447,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_2473,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_2479,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_2504,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_2532,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_2537,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_2538,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_2547,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_2548,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_2555,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_2566,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_2572,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_2577,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_2605,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_2614,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_2622,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
baseline,1,dev_2634,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_2643,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_2655,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_2656,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_2690,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_2719,0,NO,,no,True,0.0,True,no,no,True,False,True,baseline,Correct
baseline,1,dev_2727,0,YES,,yes,True,1.0,False,yes,yes,True,False,False,baseline,Incorrect
