scaffold,L,boolq_id,gold,reply,timing_s,first_token,compliant,pred_strict,correct_strict,pred_label,pred_raw,is_answered,is_idk,answered_correct,condition,acc_type
baseline,1,dev_0376,1,,4.265,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0379,1,,0.284,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0386,1,,4.257,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0387,1,,4.257,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0388,0,,0.284,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0398,0,,4.126,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0400,1,,5.385,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0401,1,,4.258,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0402,0,,4.26,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0404,0,,0.329,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0406,0,,3.947,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0410,1,,4.257,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0411,1,,1.661,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0412,0,,0.284,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0418,1,,4.26,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0419,1,,2.665,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0420,1,,3.681,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0421,0,,0.329,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0422,1,,0.328,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0426,0,,3.329,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0427,0,,4.259,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0428,0,,5.25,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0429,1,,3.638,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0430,1,,1.74,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0432,1,,3.993,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0434,0,,0.284,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0436,0,,4.258,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0437,0,,4.259,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0439,1,,0.328,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0441,0,,0.283,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0442,1,,0.327,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0443,1,,3.328,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0446,1,,2.839,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0447,0,,0.327,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0448,1,,0.284,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0452,1,,0.328,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0453,0,,0.284,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0455,1,,1.428,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0459,1,,4.257,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0464,0,,0.328,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0465,0,,4.464,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0467,1,,4.26,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0472,1,,3.947,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0474,1,,0.812,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0478,1,,3.504,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0479,0,,4.256,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0480,0,,3.636,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0481,0,,5.017,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0482,0,,0.284,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0484,0,,4.26,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0486,1,,1.737,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0487,0,,3.15,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0489,0,,0.284,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0490,0,,4.257,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0491,0,,4.258,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0493,1,,5.604,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0494,0,,0.285,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0498,1,,0.328,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0499,0,,4.257,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0501,0,,2.488,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0502,1,,3.284,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0504,1,,4.256,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0506,1,,3.016,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0507,0,,0.283,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0508,0,,5.025,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0509,0,,4.17,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0512,0,,4.256,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0513,0,,0.329,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0515,1,,0.284,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0518,0,,0.592,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0520,1,,1.649,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0521,0,,4.26,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0522,1,,2.795,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0524,1,,4.261,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0525,1,,2.004,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0526,0,,2.902,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0527,0,,3.239,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0528,1,,0.284,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0531,0,,0.284,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0532,0,,4.257,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0534,0,,4.256,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0535,1,,1.208,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0536,1,,1.738,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0537,0,,4.257,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0544,0,,0.812,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0545,1,,4.257,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0546,1,,2.753,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0547,1,,0.284,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0550,1,,0.283,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0551,0,,1.781,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0552,0,,4.259,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0553,0,,2.312,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0555,1,,0.283,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0557,1,,2.487,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0560,0,,5.614,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0562,1,,2.664,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0563,0,,0.328,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0565,0,,2.707,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0566,0,,0.284,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0567,0,,0.327,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0568,0,,0.283,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0569,0,,4.257,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0571,1,,0.328,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0572,0,,2.443,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0573,1,,3.371,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0577,1,,4.258,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0579,0,,0.284,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0580,1,,0.284,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0581,0,,0.284,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0583,1,,3.019,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0584,1,,0.592,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0585,1,,2.752,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0588,1,,4.257,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0589,0,,0.329,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0591,1,,4.258,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0593,0,,0.328,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0594,0,,0.284,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0595,1,,5.601,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0596,0,,2.355,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0598,1,,0.328,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0603,0,,3.371,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0605,0,,4.259,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0606,0,,0.328,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0612,1,,3.992,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0614,1,,4.259,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0615,0,,3.238,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0616,1,,2.355,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0617,1,,3.504,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0618,1,,2.092,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0619,1,,4.257,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0620,1,,0.328,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0621,0,,5.602,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0623,1,,0.328,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0626,1,,4.259,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0627,1,,3.726,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0629,1,,2.708,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0630,0,,4.261,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0631,0,,0.283,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0636,1,,0.284,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0638,1,,2.974,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0641,1,,0.285,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0644,1,,4.259,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0646,1,,3.55,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0647,1,,5.605,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0648,0,,1.606,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0650,1,,1.208,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0652,0,,1.958,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0653,1,,4.258,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0654,0,,0.284,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0655,1,,0.284,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0656,1,,0.328,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0657,1,,4.256,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0658,0,,3.327,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0661,1,,0.329,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0662,1,,4.215,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0668,0,,1.475,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0671,1,,0.548,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0675,0,,0.328,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0678,0,,4.261,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0680,0,,2.752,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0682,1,,3.77,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0686,1,,0.328,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0691,0,,2.754,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0692,1,,0.285,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0696,0,,3.638,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0697,1,,2.532,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0699,0,,0.284,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0701,1,,0.284,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0703,0,,0.284,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0704,1,,0.68,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0708,0,,4.257,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0711,1,,0.284,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0713,0,,3.772,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0718,1,,4.258,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0720,1,,3.86,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0721,0,,4.499,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0724,0,,0.328,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0731,0,,0.283,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0734,1,,2.754,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0735,1,,2.974,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0736,1,,2.974,,False,,,other,,False,False,,baseline,NC
baseline,1,dev_0737,0,,2.818,,False,,,other,,False,False,,baseline,NC
