boolq_id,pred_L6,comp_L6,corr_L6,label_L6,answered_L6,idk_L6,anscorr_L6
dev_0342,no,True,True,no,True,False,True
dev_0343,no,True,True,no,True,False,True
dev_0344,no,True,True,no,True,False,True
dev_0346,yes,True,False,yes,True,False,False
dev_0347,no,True,True,no,True,False,True
dev_0348,no,True,True,no,True,False,True
dev_0352,no,True,True,no,True,False,True
dev_0355,i,False,,idk,False,True,
dev_0357,i,False,,idk,False,True,
dev_0359,no,True,True,no,True,False,True
dev_0361,yes,True,False,yes,True,False,False
dev_0363,yes,True,False,yes,True,False,False
dev_0364,yes,True,False,yes,True,False,False
dev_0366,yes,True,False,yes,True,False,False
dev_0367,i,False,,idk,False,True,
dev_0368,i,False,,idk,False,True,
dev_0371,no,True,True,no,True,False,True
dev_0374,no,True,True,no,True,False,True
dev_0376,yes,True,False,yes,True,False,False
dev_0379,i,False,,idk,False,True,
dev_0386,i,False,,idk,False,True,
dev_0387,yes,True,False,yes,True,False,False
dev_0388,i,False,,idk,False,True,
dev_0398,no,True,True,no,True,False,True
dev_0400,yes,True,False,yes,True,False,False
dev_0401,yes,True,False,yes,True,False,False
dev_0402,no,True,True,no,True,False,True
dev_0404,no,True,True,no,True,False,True
dev_0406,no,True,True,no,True,False,True
dev_0410,no,True,True,no,True,False,True
dev_0411,i,False,,idk,False,True,
dev_0412,no,True,True,no,True,False,True
dev_0418,yes,True,False,yes,True,False,False
dev_0419,yes,True,False,yes,True,False,False
dev_0420,i,False,,idk,False,True,
dev_0421,yes,True,False,yes,True,False,False
dev_0422,yes,True,False,yes,True,False,False
dev_0426,no,True,True,no,True,False,True
dev_0427,no,True,True,no,True,False,True
dev_0428,yes,True,False,yes,True,False,False
dev_0429,no,True,True,no,True,False,True
dev_0430,no,True,True,no,True,False,True
dev_0432,yes,True,False,yes,True,False,False
dev_0434,i,False,,idk,False,True,
dev_0436,yes,True,False,yes,True,False,False
dev_0437,i,False,,idk,False,True,
dev_0439,yes,True,False,yes,True,False,False
dev_0441,no,True,True,no,True,False,True
dev_0442,no,True,True,no,True,False,True
dev_0443,yes,True,False,yes,True,False,False
dev_0446,i,False,,idk,False,True,
dev_0447,no,True,True,no,True,False,True
dev_0448,yes,True,False,yes,True,False,False
dev_0452,yes,True,False,yes,True,False,False
dev_0453,no,True,True,no,True,False,True
dev_0455,i,False,,idk,False,True,
dev_0459,yes,True,False,yes,True,False,False
dev_0464,no,True,True,no,True,False,True
dev_0465,no,True,True,no,True,False,True
dev_0467,no,True,True,no,True,False,True
dev_0472,yes,True,False,yes,True,False,False
dev_0474,i,False,,idk,False,True,
dev_0478,yes,True,False,yes,True,False,False
dev_0479,yes,True,False,yes,True,False,False
dev_0480,no,True,True,no,True,False,True
dev_0481,i,False,,idk,False,True,
dev_0482,yes,True,False,yes,True,False,False
dev_0484,no,True,True,no,True,False,True
dev_0486,yes,True,False,yes,True,False,False
dev_0487,yes,True,False,yes,True,False,False
dev_0489,i,False,,idk,False,True,
dev_0490,i,False,,idk,False,True,
dev_0491,i,False,,idk,False,True,
dev_0493,yes,True,False,yes,True,False,False
dev_0494,no,True,True,no,True,False,True
dev_0498,i,False,,idk,False,True,
dev_0499,no,True,True,no,True,False,True
dev_0501,no,True,True,no,True,False,True
dev_0502,yes,True,False,yes,True,False,False
dev_0504,no,True,True,no,True,False,True
dev_0506,i,False,,idk,False,True,
dev_0507,i,False,,idk,False,True,
dev_0508,no,True,True,no,True,False,True
dev_0509,yes,True,False,yes,True,False,False
dev_0512,no,True,True,no,True,False,True
dev_0513,i,False,,idk,False,True,
dev_0515,i,False,,idk,False,True,
dev_0518,yes,True,False,yes,True,False,False
dev_0520,yes,True,False,yes,True,False,False
dev_0521,no,True,True,no,True,False,True
dev_0522,yes,True,False,yes,True,False,False
dev_0524,no,True,True,no,True,False,True
dev_0525,yes,True,False,yes,True,False,False
dev_0526,no,True,True,no,True,False,True
dev_0527,no,True,True,no,True,False,True
dev_0528,yes,True,False,yes,True,False,False
dev_0531,no,True,True,no,True,False,True
dev_0532,yes,True,False,yes,True,False,False
dev_0534,yes,True,False,yes,True,False,False
dev_0535,yes,True,False,yes,True,False,False
dev_0536,no,True,True,no,True,False,True
dev_0537,i,False,,idk,False,True,
dev_0544,i,False,,idk,False,True,
dev_0545,yes,True,False,yes,True,False,False
dev_0546,no,True,True,no,True,False,True
dev_0547,i,False,,idk,False,True,
dev_0550,yes,True,False,yes,True,False,False
dev_0551,no,True,True,no,True,False,True
dev_0552,i,False,,idk,False,True,
dev_0553,no,True,True,no,True,False,True
dev_0555,yes,True,False,yes,True,False,False
dev_0557,yes,True,False,yes,True,False,False
dev_0560,yes,True,False,yes,True,False,False
dev_0562,i,False,,idk,False,True,
dev_0563,yes,True,False,yes,True,False,False
dev_0565,no,True,True,no,True,False,True
dev_0566,no,True,True,no,True,False,True
dev_0567,i,False,,idk,False,True,
dev_0568,i,False,,idk,False,True,
dev_0569,yes,True,False,yes,True,False,False
dev_0571,no,True,True,no,True,False,True
dev_0572,no,True,True,no,True,False,True
dev_0573,yes,True,False,yes,True,False,False
dev_0577,yes,True,False,yes,True,False,False
dev_0579,i,False,,idk,False,True,
dev_0580,no,True,True,no,True,False,True
dev_0581,no,True,True,no,True,False,True
dev_0583,no,True,True,no,True,False,True
dev_0584,yes,True,False,yes,True,False,False
dev_0585,no,True,True,no,True,False,True
dev_0588,no,True,True,no,True,False,True
dev_0589,no,True,True,no,True,False,True
dev_0591,no,True,True,no,True,False,True
dev_0593,no,True,True,no,True,False,True
dev_0594,no,True,True,no,True,False,True
dev_0595,yes,True,False,yes,True,False,False
dev_0596,yes,True,False,yes,True,False,False
dev_0598,no,True,True,no,True,False,True
dev_0603,no,True,True,no,True,False,True
dev_0605,i,False,,idk,False,True,
dev_0606,no,True,True,no,True,False,True
dev_0608,i,False,,idk,False,True,
dev_0612,no,True,True,no,True,False,True
dev_0614,i,False,,idk,False,True,
dev_0615,no,True,True,no,True,False,True
dev_0616,no,True,True,no,True,False,True
dev_0617,yes,True,False,yes,True,False,False
dev_0618,no,True,True,no,True,False,True
dev_0619,yes,True,False,yes,True,False,False
dev_0620,yes,True,False,yes,True,False,False
dev_0621,i,False,,idk,False,True,
dev_0623,i,False,,idk,False,True,
dev_0626,yes,True,False,yes,True,False,False
dev_0627,yes,True,False,yes,True,False,False
dev_0629,yes,True,False,yes,True,False,False
dev_0630,no,True,True,no,True,False,True
dev_0631,yes,True,False,yes,True,False,False
dev_0636,no,True,True,no,True,False,True
dev_0638,yes,True,False,yes,True,False,False
dev_0641,i,False,,idk,False,True,
dev_0644,yes,True,False,yes,True,False,False
dev_0646,yes,True,False,yes,True,False,False
dev_0647,yes,True,False,yes,True,False,False
dev_0648,no,True,True,no,True,False,True
dev_0650,yes,True,False,yes,True,False,False
dev_0652,no,True,True,no,True,False,True
dev_0653,yes,True,False,yes,True,False,False
dev_0654,no,True,True,no,True,False,True
dev_0655,i,False,,idk,False,True,
dev_0656,no,True,True,no,True,False,True
dev_0657,yes,True,False,yes,True,False,False
dev_0658,no,True,True,no,True,False,True
dev_0661,yes,True,False,yes,True,False,False
dev_0662,no,True,True,no,True,False,True
dev_0668,no,True,True,no,True,False,True
dev_0671,yes,True,False,yes,True,False,False
dev_0675,i,False,,idk,False,True,
dev_0678,no,True,True,no,True,False,True
dev_0680,yes,True,False,yes,True,False,False
dev_0682,i,False,,idk,False,True,
dev_0686,i,False,,idk,False,True,
dev_0691,no,True,True,no,True,False,True
dev_0692,yes,True,False,yes,True,False,False
dev_0696,i,False,,idk,False,True,
dev_0697,yes,True,False,yes,True,False,False
dev_0699,i,False,,idk,False,True,
dev_0701,no,True,True,no,True,False,True
dev_0703,i,False,,idk,False,True,
dev_0704,yes,True,False,yes,True,False,False
dev_0708,no,True,True,no,True,False,True
dev_0711,no,True,True,no,True,False,True
dev_0713,yes,True,False,yes,True,False,False
dev_0718,no,True,True,no,True,False,True
dev_0720,yes,True,False,yes,True,False,False
dev_0721,no,True,True,no,True,False,True
dev_0724,yes,True,False,yes,True,False,False
dev_0731,yes,True,False,yes,True,False,False
dev_0734,yes,True,False,yes,True,False,False
dev_0735,yes,True,False,yes,True,False,False
dev_0736,no,True,True,no,True,False,True
dev_0737,no,True,True,no,True,False,True
dev_0738,yes,True,False,yes,True,False,False
dev_0740,yes,True,False,yes,True,False,False
dev_0741,i,False,,idk,False,True,
dev_0744,no,True,True,no,True,False,True
dev_0746,yes,True,False,yes,True,False,False
dev_0749,no,True,True,no,True,False,True
dev_0752,yes,True,False,yes,True,False,False
dev_0754,no,True,True,no,True,False,True
dev_0757,yes,True,False,yes,True,False,False
dev_0759,yes,True,False,yes,True,False,False
dev_0764,no,True,True,no,True,False,True
dev_0765,no,True,True,no,True,False,True
dev_0767,yes,True,False,yes,True,False,False
dev_0770,i,False,,idk,False,True,
dev_0771,no,True,True,no,True,False,True
dev_0773,yes,True,False,yes,True,False,False
dev_0778,no,True,True,no,True,False,True
dev_0782,no,True,True,no,True,False,True
dev_0783,i,False,,idk,False,True,
dev_0787,i,False,,idk,False,True,
dev_0788,i,False,,idk,False,True,
dev_0790,no,True,True,no,True,False,True
dev_0794,yes,True,False,yes,True,False,False
dev_0795,no,True,True,no,True,False,True
dev_0797,yes,True,False,yes,True,False,False
dev_0798,no,True,True,no,True,False,True
dev_0799,yes,True,False,yes,True,False,False
dev_0814,no,True,True,no,True,False,True
dev_0815,yes,True,False,yes,True,False,False
dev_0816,no,True,True,no,True,False,True
dev_0817,yes,True,False,yes,True,False,False
dev_0822,i,False,,idk,False,True,
dev_0823,no,True,True,no,True,False,True
dev_0825,no,True,True,no,True,False,True
dev_0829,yes,True,False,yes,True,False,False
dev_0831,yes,True,False,yes,True,False,False
dev_0832,yes,True,False,yes,True,False,False
dev_0833,no,True,True,no,True,False,True
dev_0835,yes,True,False,yes,True,False,False
dev_0837,no,True,True,no,True,False,True
dev_0838,i,False,,idk,False,True,
dev_0839,no,True,True,no,True,False,True
dev_0842,yes,True,False,yes,True,False,False
dev_0844,i,False,,idk,False,True,
dev_0845,i,False,,idk,False,True,
dev_0848,no,True,True,no,True,False,True
dev_0851,yes,True,False,yes,True,False,False
dev_0852,no,True,True,no,True,False,True
dev_0853,yes,True,False,yes,True,False,False
dev_0854,i,False,,idk,False,True,
dev_0855,i,False,,idk,False,True,
dev_0859,no,True,True,no,True,False,True
dev_0861,i,False,,idk,False,True,
dev_0862,yes,True,False,yes,True,False,False
dev_0863,no,True,True,no,True,False,True
dev_0864,yes,True,False,yes,True,False,False
dev_0865,i,False,,idk,False,True,
dev_0866,yes,True,False,yes,True,False,False
dev_0867,no,True,True,no,True,False,True
dev_0868,no,True,True,no,True,False,True
dev_0870,i,False,,idk,False,True,
dev_0871,no,True,True,no,True,False,True
dev_0872,no,True,True,no,True,False,True
dev_0873,no,True,True,no,True,False,True
dev_0874,no,True,True,no,True,False,True
dev_0875,no,True,True,no,True,False,True
dev_0878,i,False,,idk,False,True,
dev_0880,no,True,True,no,True,False,True
dev_0883,yes,True,False,yes,True,False,False
dev_0885,i,False,,idk,False,True,
dev_0888,no,True,True,no,True,False,True
dev_0896,yes,True,False,yes,True,False,False
dev_0898,no,True,True,no,True,False,True
dev_0900,no,True,True,no,True,False,True
dev_0901,i,False,,idk,False,True,
dev_0908,i,False,,idk,False,True,
dev_0909,i,False,,idk,False,True,
dev_0910,yes,True,False,yes,True,False,False
dev_0911,i,False,,idk,False,True,
dev_0913,i,False,,idk,False,True,
dev_0914,no,True,True,no,True,False,True
dev_0915,i,False,,idk,False,True,
dev_0916,no,True,True,no,True,False,True
dev_0921,no,True,True,no,True,False,True
dev_0922,no,True,True,no,True,False,True
dev_0933,yes,True,False,yes,True,False,False
dev_0934,no,True,True,no,True,False,True
dev_0935,yes,True,False,yes,True,False,False
dev_0938,i,False,,idk,False,True,
dev_0940,yes,True,False,yes,True,False,False
dev_0943,no,True,True,no,True,False,True
dev_0944,yes,True,False,yes,True,False,False
dev_0945,no,True,True,no,True,False,True
dev_0950,yes,True,False,yes,True,False,False
dev_0952,no,True,True,no,True,False,True
dev_0953,no,True,True,no,True,False,True
dev_0954,i,False,,idk,False,True,
dev_0955,no,True,True,no,True,False,True
dev_0958,no,True,True,no,True,False,True
dev_0966,yes,True,False,yes,True,False,False
dev_0973,no,True,True,no,True,False,True
dev_0975,yes,True,False,yes,True,False,False
dev_0981,yes,True,False,yes,True,False,False
dev_0985,no,True,True,no,True,False,True
dev_0991,yes,True,False,yes,True,False,False
dev_0992,yes,True,False,yes,True,False,False
dev_0994,no,True,True,no,True,False,True
dev_0996,yes,True,False,yes,True,False,False
dev_0997,i,False,,idk,False,True,
dev_1003,yes,True,False,yes,True,False,False
dev_1006,yes,True,False,yes,True,False,False
dev_1011,yes,True,False,yes,True,False,False
dev_1022,no,True,True,no,True,False,True
dev_1023,no,True,True,no,True,False,True
dev_1032,no,True,True,no,True,False,True
dev_1049,yes,True,False,yes,True,False,False
dev_1050,no,True,True,no,True,False,True
dev_1059,yes,True,False,yes,True,False,False
dev_1062,no,True,True,no,True,False,True
dev_1067,yes,True,False,yes,True,False,False
dev_1075,no,True,True,no,True,False,True
dev_1076,no,True,True,no,True,False,True
dev_1078,yes,True,False,yes,True,False,False
dev_1083,no,True,True,no,True,False,True
dev_1088,no,True,True,no,True,False,True
dev_1089,i,False,,idk,False,True,
dev_1097,yes,True,False,yes,True,False,False
dev_1102,i,False,,idk,False,True,
dev_1110,no,True,True,no,True,False,True
dev_1112,yes,True,False,yes,True,False,False
dev_1113,no,True,True,no,True,False,True
dev_1121,i,False,,idk,False,True,
dev_1125,yes,True,False,yes,True,False,False
dev_1131,i,False,,idk,False,True,
dev_1132,yes,True,False,yes,True,False,False
dev_1133,i,False,,idk,False,True,
dev_1134,yes,True,False,yes,True,False,False
dev_1135,i,False,,idk,False,True,
dev_1137,no,True,True,no,True,False,True
dev_1138,no,True,True,no,True,False,True
dev_1139,no,True,True,no,True,False,True
dev_1142,no,True,True,no,True,False,True
dev_1143,yes,True,False,yes,True,False,False
dev_1146,no,True,True,no,True,False,True
dev_1148,i,False,,idk,False,True,
dev_1153,no,True,True,no,True,False,True
dev_1154,no,True,True,no,True,False,True
dev_1155,no,True,True,no,True,False,True
dev_1158,i,False,,idk,False,True,
dev_1159,yes,True,False,yes,True,False,False
dev_1162,yes,True,False,yes,True,False,False
dev_1171,no,True,True,no,True,False,True
dev_1172,no,True,True,no,True,False,True
dev_1175,yes,True,False,yes,True,False,False
dev_1177,yes,True,False,yes,True,False,False
dev_1178,no,True,True,no,True,False,True
dev_1179,no,True,True,no,True,False,True
dev_1183,no,True,True,no,True,False,True
dev_1186,yes,True,False,yes,True,False,False
dev_1188,i,False,,idk,False,True,
dev_1195,no,True,True,no,True,False,True
dev_1196,yes,True,False,yes,True,False,False
dev_1197,no,True,True,no,True,False,True
dev_1204,no,True,True,no,True,False,True
dev_1205,no,True,True,no,True,False,True
dev_1207,yes,True,False,yes,True,False,False
dev_1208,i,False,,idk,False,True,
dev_1209,no,True,True,no,True,False,True
dev_1210,i,False,,idk,False,True,
dev_1213,no,True,True,no,True,False,True
dev_1221,no,True,True,no,True,False,True
dev_1222,no,True,True,no,True,False,True
dev_1224,yes,True,False,yes,True,False,False
dev_1227,yes,True,False,yes,True,False,False
dev_1229,yes,True,False,yes,True,False,False
dev_1230,yes,True,False,yes,True,False,False
dev_1233,no,True,True,no,True,False,True
dev_1234,no,True,True,no,True,False,True
dev_1235,yes,True,False,yes,True,False,False
dev_1239,no,True,True,no,True,False,True
dev_1241,yes,True,False,yes,True,False,False
dev_1244,no,True,True,no,True,False,True
dev_1245,no,True,True,no,True,False,True
dev_1249,yes,True,False,yes,True,False,False
dev_1250,no,True,True,no,True,False,True
dev_1251,yes,True,False,yes,True,False,False
dev_1254,no,True,True,no,True,False,True
dev_1256,no,True,True,no,True,False,True
dev_1257,i,False,,idk,False,True,
dev_1258,no,True,True,no,True,False,True
dev_1260,yes,True,False,yes,True,False,False
dev_1261,no,True,True,no,True,False,True
dev_1267,yes,True,False,yes,True,False,False
dev_1269,no,True,True,no,True,False,True
dev_1271,yes,True,False,yes,True,False,False
dev_1273,no,True,True,no,True,False,True
dev_1275,yes,True,False,yes,True,False,False
dev_1278,yes,True,False,yes,True,False,False
dev_1283,no,True,True,no,True,False,True
dev_1285,yes,True,False,yes,True,False,False
dev_1286,yes,True,False,yes,True,False,False
dev_1290,no,True,True,no,True,False,True
dev_1292,yes,True,False,yes,True,False,False
dev_1294,no,True,True,no,True,False,True
dev_1296,no,True,True,no,True,False,True
dev_1299,yes,True,False,yes,True,False,False
dev_1302,yes,True,False,yes,True,False,False
dev_1303,no,True,True,no,True,False,True
dev_1305,no,True,True,no,True,False,True
dev_1307,no,True,True,no,True,False,True
dev_1311,no,True,True,no,True,False,True
dev_1313,yes,True,False,yes,True,False,False
dev_1315,i,False,,idk,False,True,
dev_1316,no,True,True,no,True,False,True
dev_1317,no,True,True,no,True,False,True
dev_1324,no,True,True,no,True,False,True
dev_1329,no,True,True,no,True,False,True
dev_1333,no,True,True,no,True,False,True
dev_1334,no,True,True,no,True,False,True
dev_1335,no,True,True,no,True,False,True
dev_1336,no,True,True,no,True,False,True
dev_1338,yes,True,False,yes,True,False,False
dev_1345,yes,True,False,yes,True,False,False
dev_1349,yes,True,False,yes,True,False,False
dev_1354,no,True,True,no,True,False,True
dev_1357,no,True,True,no,True,False,True
dev_1359,yes,True,False,yes,True,False,False
dev_1360,i,False,,idk,False,True,
dev_1364,no,True,True,no,True,False,True
dev_1366,no,True,True,no,True,False,True
dev_1370,yes,True,False,yes,True,False,False
dev_1371,yes,True,False,yes,True,False,False
dev_1372,no,True,True,no,True,False,True
dev_1376,yes,True,False,yes,True,False,False
dev_1379,yes,True,False,yes,True,False,False
dev_1382,no,True,True,no,True,False,True
dev_1388,no,True,True,no,True,False,True
dev_1402,no,True,True,no,True,False,True
dev_1406,yes,True,False,yes,True,False,False
dev_1408,no,True,True,no,True,False,True
dev_1413,no,True,True,no,True,False,True
dev_1419,no,True,True,no,True,False,True
dev_1420,no,True,True,no,True,False,True
dev_1422,no,True,True,no,True,False,True
dev_1423,yes,True,False,yes,True,False,False
dev_1424,yes,True,False,yes,True,False,False
dev_1428,no,True,True,no,True,False,True
dev_1436,no,True,True,no,True,False,True
dev_1438,no,True,True,no,True,False,True
dev_1439,no,True,True,no,True,False,True
dev_1440,no,True,True,no,True,False,True
dev_1442,yes,True,False,yes,True,False,False
dev_1443,no,True,True,no,True,False,True
dev_1444,yes,True,False,yes,True,False,False
dev_1446,yes,True,False,yes,True,False,False
dev_1452,i,False,,idk,False,True,
dev_1455,no,True,True,no,True,False,True
dev_1457,no,True,True,no,True,False,True
dev_1458,i,False,,idk,False,True,
dev_1460,i,False,,idk,False,True,
dev_1462,yes,True,False,yes,True,False,False
dev_1464,no,True,True,no,True,False,True
dev_1467,yes,True,False,yes,True,False,False
dev_1468,no,True,True,no,True,False,True
dev_1471,no,True,True,no,True,False,True
dev_1473,no,True,True,no,True,False,True
dev_1477,yes,True,False,yes,True,False,False
dev_1482,no,True,True,no,True,False,True
dev_1483,no,True,True,no,True,False,True
dev_1489,no,True,True,no,True,False,True
dev_1494,no,True,True,no,True,False,True
dev_1497,no,True,True,no,True,False,True
dev_1498,no,True,True,no,True,False,True
dev_1505,yes,True,False,yes,True,False,False
dev_1508,yes,True,False,yes,True,False,False
dev_1511,no,True,True,no,True,False,True
dev_1515,yes,True,False,yes,True,False,False
dev_1517,no,True,True,no,True,False,True
dev_1518,no,True,True,no,True,False,True
dev_1521,no,True,True,no,True,False,True
dev_1524,no,True,True,no,True,False,True
dev_1528,no,True,True,no,True,False,True
dev_1533,yes,True,False,yes,True,False,False
dev_1534,yes,True,False,yes,True,False,False
dev_1543,yes,True,False,yes,True,False,False
dev_1544,i,False,,idk,False,True,
dev_1546,no,True,True,no,True,False,True
dev_1551,yes,True,False,yes,True,False,False
dev_1552,no,True,True,no,True,False,True
dev_1554,i,False,,idk,False,True,
dev_1557,no,True,True,no,True,False,True
dev_1558,no,True,True,no,True,False,True
dev_1559,no,True,True,no,True,False,True
dev_1563,yes,True,False,yes,True,False,False
dev_1564,no,True,True,no,True,False,True
dev_1568,i,False,,idk,False,True,
dev_1574,i,False,,idk,False,True,
dev_1580,no,True,True,no,True,False,True
dev_1584,yes,True,False,yes,True,False,False
dev_1588,no,True,True,no,True,False,True
dev_1589,i,False,,idk,False,True,
dev_1595,no,True,True,no,True,False,True
dev_1610,i,False,,idk,False,True,
dev_1627,yes,True,False,yes,True,False,False
dev_1632,no,True,True,no,True,False,True
dev_1633,i,False,,idk,False,True,
dev_1643,no,True,True,no,True,False,True
dev_1646,no,True,True,no,True,False,True
dev_1650,no,True,True,no,True,False,True
dev_1651,i,False,,idk,False,True,
dev_1654,no,True,True,no,True,False,True
dev_1655,yes,True,False,yes,True,False,False
dev_1656,yes,True,False,yes,True,False,False
dev_1657,i,False,,idk,False,True,
dev_1658,no,True,True,no,True,False,True
dev_1659,yes,True,False,yes,True,False,False
dev_1663,yes,True,False,yes,True,False,False
