scaffold,L,boolq_id,gold,reply,timing_s,first_token,compliant,pred_strict,correct_strict,pred_label,pred_raw,is_answered,is_idk,answered_correct
misleading,6,dev_0333,0,"No, .22 Magnum and .22 WMR are not the",,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_0336,0,I don't know.,,i,FALSE,,,idk,i don't know,FALSE,TRUE,
misleading,6,dev_0343,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_0352,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_0355,0,I don't know.,,i,FALSE,,,idk,i don't know,FALSE,TRUE,
misleading,6,dev_0364,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_0366,0,"YES, the pelvic inlet, which is part of the bony pel",,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_0406,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_0428,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_0429,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_0430,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_0436,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_0441,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_0442,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_0479,0,"YES, miniature pigs are a recognized breed of domesticated pigs",,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_0481,0,I don't know.,,i,FALSE,,,idk,i don't know,FALSE,TRUE,
misleading,6,dev_0482,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_0487,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_0504,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_0509,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_0532,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_0534,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_0536,0,"No, Thanos was not in the first Guardians of the Galaxy movie",,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_0537,0,I don't know.,,i,FALSE,,,idk,i don't know,FALSE,TRUE,
misleading,6,dev_0546,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_0560,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_0568,0,I don't know.,,i,FALSE,,,idk,i don't know,FALSE,TRUE,
misleading,6,dev_0569,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_0588,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_0594,0,"No, bee stingers do not fall out on their own.",,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_0596,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_0598,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_0612,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_0617,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_0662,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_0678,0,"No, it is not safe to wash a child's mouth out with",,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_0696,0,I don't know.,,i,FALSE,,,idk,i don't know,FALSE,TRUE,
misleading,6,dev_0711,0,"No, Musician's Friend and Guitar Center are two different companies.",,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_0718,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_0724,0,"YES, there is a sequel to ""Along Came a Spider""",,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_0731,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_0737,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_0754,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_0759,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_0764,0,"No, sampling error and standard deviation are not the same. Sampling error refers",,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_0782,0,"No, AC Milan and Inter Milan do not share a stadium. They each",,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_0817,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_0829,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_0832,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_0837,0,"No, universal healthcare and socialized medicine are not the same. Universal health",,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_0853,0,"YES, a Girl Scout can be an Eagle Scout. Girl Sc",,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_0854,0,I don't know.,,i,FALSE,,,idk,i don't know,FALSE,TRUE,
misleading,6,dev_0862,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_0871,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_0916,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_0922,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_0933,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_0934,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_0940,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_0944,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_0952,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_0958,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_0981,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_0991,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_0994,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_0996,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_1006,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_1011,0,"YES, the World Cup trophy is named the FIFA World Cup Trophy.",,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_1022,0,"No, enterprise value and firm value are not the same. Enterprise value",,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1049,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_1062,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1075,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1102,0,I don't know.,,i,FALSE,,,idk,i don't know,FALSE,TRUE,
misleading,6,dev_1110,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1112,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_1113,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1121,0,I don't know.,,i,FALSE,,,idk,i don't know,FALSE,TRUE,
misleading,6,dev_1133,0,I don't know.,,i,FALSE,,,idk,i don't know,FALSE,TRUE,
misleading,6,dev_1138,0,"No, anaerobic respiration does not have an electron transport chain",,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1146,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1155,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1175,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_1178,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1183,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1196,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_1204,0,"NO


The Eye of Agamotto is not the Time Stone",,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1205,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1209,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1227,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_1229,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_1230,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_1235,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_1239,0,"No, a CPAP (Continuous Positive Airway Pressure)",,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1241,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_1250,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1256,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1261,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1267,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_1271,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_1283,0,"No, lock nuts and stop nuts are not the same. Lock n",,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1285,0,"YES, Danica Patrick became the first woman to win an IndyCar Series",,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_1286,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_1294,0,No.,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1296,0,No.,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1303,0,"No, you do not have to touch the ball to be offside in s",,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1307,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1311,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1316,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1317,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1333,0,"No, a Dame and a Knight are not the same. A Dame",,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1336,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1345,0,YES. A confidentiality agreement and a non-disclosure agreement (ND,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_1359,0,YES.,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_1370,0,"YES


###",,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_1371,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_1372,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1382,0,"No, a catcher cannot block home plate without the ball. According to the",,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1406,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_1408,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1413,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1419,0,"No, there is no Las Vegas in New Mexico. Las Vegas is",,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1420,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1423,0,"YES

""Take Me Home, Country Roads"" is a song written",,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_1424,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_1436,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1438,0,"No, the UK is divided into two time zones: Greenwich Mean Time (",,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1452,0,I don't know.,,i,FALSE,,,idk,i don't know,FALSE,TRUE,
misleading,6,dev_1455,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1464,0,"No, sweet potatoes are not part of the potato family. They belong",,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1467,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_1473,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1489,0,"No, not all the songs in Mamma Mia! Here We Go Again",,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1498,0,"No, the Nobel Peace Prize is not awarded every year. It is awarded ann",,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1508,0,"Yes, there have been fatalities during the Tour de France.
###",,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_1515,0,"YES, the Internal Revenue Code requires U.S. citizens and residents",,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_1517,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1528,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1533,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_1534,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_1546,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1552,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1557,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1563,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_1627,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_1632,0,"No, the World Health Organization (WHO) is not a government organization",,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1650,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1655,0,"YES, there is a difference. Soy refers to the plant from which so",,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_1658,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1659,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_1673,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1680,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_1687,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_1698,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_1707,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_1727,0,"No, a digital audio cable and an optical audio cable are not the same.",,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1736,0,I don't know.,,i,FALSE,,,idk,i don't know,FALSE,TRUE,
misleading,6,dev_1737,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1740,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_1743,0,"YES

The film ""The Last King of Scotland"" is based on the",,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_1749,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1750,0,"No, fighting words are not protected under freedom of speech. The U.S",,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1757,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_1763,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1775,0,I don't know.,,i,FALSE,,,idk,i don't know,FALSE,TRUE,
misleading,6,dev_1789,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1806,0,I don't know.,,i,FALSE,,,idk,i don't know,FALSE,TRUE,
misleading,6,dev_1814,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_1823,0,"No, the MLB All-Star Game does not determine World Series home-",,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1832,0,I don't know.,,i,FALSE,,,idk,i don't know,FALSE,TRUE,
misleading,6,dev_1849,0,"No, in a RACI chart, one person cannot be both Resp",,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1851,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_1857,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_1895,0,"No, the empty set is not an element of itself.",,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1906,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1916,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1919,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_1924,0,"No, a car's serial number and Vehicle Identification Number (",,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1938,0,YES. The empty set is an element of the set that contains the empty set,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_1948,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1950,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1960,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1977,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1995,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_1997,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_2009,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_2032,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_2045,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_2053,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_2061,0,"I'm sorry, but as an artificial intelligence, I don't have",,i,FALSE,,,other,,FALSE,FALSE,
misleading,6,dev_2065,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_2068,0,"No, Allied Waste and Republic Services are two separate companies.
##",,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_2078,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_2079,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_2088,0,"No, English is not the official language of the U.S. at the",,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_2091,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_2094,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_2095,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_2139,0,"NO, a passport card is only valid for land and sea travel between the",,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_2166,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_2184,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_2187,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_2192,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_2196,0,"YES


###",,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_2199,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_2204,0,I don't know.,,i,FALSE,,,idk,i don't know,FALSE,TRUE,
misleading,6,dev_2220,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_2224,0,I don't know.,,i,FALSE,,,idk,i don't know,FALSE,TRUE,
misleading,6,dev_2232,0,"YES, there is a Roman Catholic cathedral in Dublin, known as St.",,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_2234,0,YES,,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_2237,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_2247,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_2248,0,"No, pixel density and resolution are not the same thing. Pixel density,",,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
misleading,6,dev_2266,0,"YES


##",,yes,TRUE,1,FALSE,yes,yes,TRUE,FALSE,FALSE
misleading,6,dev_2275,0,NO,,no,TRUE,0,TRUE,no,no,TRUE,FALSE,TRUE
