scaffold,L,boolq_id,gold,reply,timing_s,first_token,compliant,pred_strict,correct_strict,pred_label,pred_raw,is_answered,is_idk,answered_correct
baseline,1,dev_0236,0,,3.2,,False,,,other,,False,False,
baseline,1,dev_0237,0,,4.265,,False,,,other,,False,False,
baseline,1,dev_0238,1,,0.328,,False,,,other,,False,False,
baseline,1,dev_0240,0,,0.284,,False,,,other,,False,False,
baseline,1,dev_0241,1,,2.136,,False,,,other,,False,False,
baseline,1,dev_0242,1,,2.754,,False,,,other,,False,False,
baseline,1,dev_0243,0,,0.285,,False,,,other,,False,False,
baseline,1,dev_0245,1,,0.681,,False,,,other,,False,False,
baseline,1,dev_0247,0,,2.973,,False,,,other,,False,False,
baseline,1,dev_0248,1,,0.284,,False,,,other,,False,False,
baseline,1,dev_0249,1,,3.77,,False,,,other,,False,False,
baseline,1,dev_0250,1,,1.164,,False,,,other,,False,False,
baseline,1,dev_0251,1,,4.148,,False,,,other,,False,False,
baseline,1,dev_0252,1,,0.679,,False,,,other,,False,False,
baseline,1,dev_0254,1,,0.328,,False,,,other,,False,False,
baseline,1,dev_0256,1,,0.328,,False,,,other,,False,False,
baseline,1,dev_0257,1,,4.257,,False,,,other,,False,False,
baseline,1,dev_0258,1,,4.258,,False,,,other,,False,False,
baseline,1,dev_0260,0,,0.284,,False,,,other,,False,False,
baseline,1,dev_0262,1,,3.638,,False,,,other,,False,False,
baseline,1,dev_0266,1,,0.284,,False,,,other,,False,False,
baseline,1,dev_0268,1,,2.754,,False,,,other,,False,False,
baseline,1,dev_0270,0,,1.21,,False,,,other,,False,False,
baseline,1,dev_0271,1,,3.063,,False,,,other,,False,False,
baseline,1,dev_0272,0,,4.259,,False,,,other,,False,False,
baseline,1,dev_0273,0,,0.328,,False,,,other,,False,False,
baseline,1,dev_0277,0,,0.284,,False,,,other,,False,False,
baseline,1,dev_0281,1,,0.285,,False,,,other,,False,False,
baseline,1,dev_0284,1,,0.328,,False,,,other,,False,False,
baseline,1,dev_0286,1,,3.37,,False,,,other,,False,False,
baseline,1,dev_0287,1,,4.259,,False,,,other,,False,False,
baseline,1,dev_0288,1,,4.26,,False,,,other,,False,False,
baseline,1,dev_0290,0,,0.328,,False,,,other,,False,False,
baseline,1,dev_0294,0,,1.208,,False,,,other,,False,False,
baseline,1,dev_0295,0,,4.257,,False,,,other,,False,False,
baseline,1,dev_0298,1,,5.6,,False,,,other,,False,False,
baseline,1,dev_0301,0,,4.26,,False,,,other,,False,False,
baseline,1,dev_0303,0,,0.328,,False,,,other,,False,False,
baseline,1,dev_0305,0,,0.328,,False,,,other,,False,False,
baseline,1,dev_0306,1,,3.328,,False,,,other,,False,False,
baseline,1,dev_0307,1,,4.264,,False,,,other,,False,False,
baseline,1,dev_0308,1,,4.262,,False,,,other,,False,False,
baseline,1,dev_0309,0,,0.329,,False,,,other,,False,False,
baseline,1,dev_0310,1,,4.257,,False,,,other,,False,False,
baseline,1,dev_0312,0,,4.257,,False,,,other,,False,False,
baseline,1,dev_0313,0,,3.064,,False,,,other,,False,False,
baseline,1,dev_0315,1,,4.257,,False,,,other,,False,False,
baseline,1,dev_0316,1,,2.4,,False,,,other,,False,False,
baseline,1,dev_0317,0,,0.284,,False,,,other,,False,False,
baseline,1,dev_0318,1,,2.709,,False,,,other,,False,False,
baseline,1,dev_0321,1,,4.258,,False,,,other,,False,False,
baseline,1,dev_0322,1,,0.283,,False,,,other,,False,False,
baseline,1,dev_0323,1,,5.608,,False,,,other,,False,False,
baseline,1,dev_0326,1,,1.385,,False,,,other,,False,False,
baseline,1,dev_0329,1,,2.753,,False,,,other,,False,False,
baseline,1,dev_0330,1,,2.443,,False,,,other,,False,False,
baseline,1,dev_0331,1,,3.238,,False,,,other,,False,False,
baseline,1,dev_0333,1,,4.262,,False,,,other,,False,False,
baseline,1,dev_0334,1,,4.261,,False,,,other,,False,False,
baseline,1,dev_0336,0,,4.259,,False,,,other,,False,False,
baseline,1,dev_0337,1,,5.603,,False,,,other,,False,False,
baseline,1,dev_0338,1,,4.258,,False,,,other,,False,False,
baseline,1,dev_0339,1,,0.284,,False,,,other,,False,False,
baseline,1,dev_0342,0,,3.592,,False,,,other,,False,False,
baseline,1,dev_0343,1,,0.328,,False,,,other,,False,False,
baseline,1,dev_0344,1,,0.284,,False,,,other,,False,False,
baseline,1,dev_0346,1,,3.99,,False,,,other,,False,False,
baseline,1,dev_0347,1,,4.258,,False,,,other,,False,False,
baseline,1,dev_0348,1,,0.284,,False,,,other,,False,False,
baseline,1,dev_0352,0,,4.258,,False,,,other,,False,False,
baseline,1,dev_0355,0,,1.076,,False,,,other,,False,False,
baseline,1,dev_0357,1,,4.258,,False,,,other,,False,False,
baseline,1,dev_0359,1,,2.887,,False,,,other,,False,False,
baseline,1,dev_0361,1,,3.77,,False,,,other,,False,False,
baseline,1,dev_0363,1,,4.26,,False,,,other,,False,False,
baseline,1,dev_0364,0,,3.903,,False,,,other,,False,False,
baseline,1,dev_0366,0,,4.259,,False,,,other,,False,False,
baseline,1,dev_0367,1,,0.328,,False,,,other,,False,False,
baseline,1,dev_0368,0,,5.6,,False,,,other,,False,False,
baseline,1,dev_0371,0,,3.194,,False,,,other,,False,False,
baseline,1,dev_0374,0,,4.258,,False,,,other,,False,False,
baseline,1,dev_0376,1,,4.265,,False,,,other,,False,False,
baseline,1,dev_0379,1,,0.284,,False,,,other,,False,False,
baseline,1,dev_0386,1,,4.257,,False,,,other,,False,False,
baseline,1,dev_0387,1,,4.257,,False,,,other,,False,False,
baseline,1,dev_0388,0,,0.284,,False,,,other,,False,False,
baseline,1,dev_0398,0,,4.126,,False,,,other,,False,False,
baseline,1,dev_0400,1,,5.385,,False,,,other,,False,False,
baseline,1,dev_0401,1,,4.258,,False,,,other,,False,False,
baseline,1,dev_0402,0,,4.26,,False,,,other,,False,False,
baseline,1,dev_0404,0,,0.329,,False,,,other,,False,False,
baseline,1,dev_0406,0,,3.947,,False,,,other,,False,False,
baseline,1,dev_0410,1,,4.257,,False,,,other,,False,False,
baseline,1,dev_0411,1,,1.661,,False,,,other,,False,False,
baseline,1,dev_0412,0,,0.284,,False,,,other,,False,False,
baseline,1,dev_0418,1,,4.26,,False,,,other,,False,False,
baseline,1,dev_0419,1,,2.665,,False,,,other,,False,False,
baseline,1,dev_0420,1,,3.681,,False,,,other,,False,False,
baseline,1,dev_0421,0,,0.329,,False,,,other,,False,False,
baseline,1,dev_0422,1,,0.328,,False,,,other,,False,False,
baseline,1,dev_0426,0,,3.329,,False,,,other,,False,False,
baseline,1,dev_0427,0,,4.259,,False,,,other,,False,False,
baseline,1,dev_0428,0,,5.25,,False,,,other,,False,False,
baseline,1,dev_0429,1,,3.638,,False,,,other,,False,False,
baseline,1,dev_0430,1,,1.74,,False,,,other,,False,False,
baseline,1,dev_0432,1,,3.993,,False,,,other,,False,False,
baseline,1,dev_0434,0,,0.284,,False,,,other,,False,False,
baseline,1,dev_0436,0,,4.258,,False,,,other,,False,False,
baseline,1,dev_0437,0,,4.259,,False,,,other,,False,False,
baseline,1,dev_0439,1,,0.328,,False,,,other,,False,False,
baseline,1,dev_0441,0,,0.283,,False,,,other,,False,False,
baseline,1,dev_0442,1,,0.327,,False,,,other,,False,False,
baseline,1,dev_0443,1,,3.328,,False,,,other,,False,False,
baseline,1,dev_0446,1,,2.839,,False,,,other,,False,False,
baseline,1,dev_0447,0,,0.327,,False,,,other,,False,False,
baseline,1,dev_0448,1,,0.284,,False,,,other,,False,False,
baseline,1,dev_0452,1,,0.328,,False,,,other,,False,False,
baseline,1,dev_0453,0,,0.284,,False,,,other,,False,False,
baseline,1,dev_0455,1,,1.428,,False,,,other,,False,False,
baseline,1,dev_0459,1,,4.257,,False,,,other,,False,False,
baseline,1,dev_0464,0,,0.328,,False,,,other,,False,False,
baseline,1,dev_0465,0,,4.464,,False,,,other,,False,False,
baseline,1,dev_0467,1,,4.26,,False,,,other,,False,False,
baseline,1,dev_0472,1,,3.947,,False,,,other,,False,False,
baseline,1,dev_0474,1,,0.812,,False,,,other,,False,False,
baseline,1,dev_0478,1,,3.504,,False,,,other,,False,False,
baseline,1,dev_0479,0,,4.256,,False,,,other,,False,False,
baseline,1,dev_0480,0,,3.636,,False,,,other,,False,False,
baseline,1,dev_0481,0,,5.017,,False,,,other,,False,False,
baseline,1,dev_0482,0,,0.284,,False,,,other,,False,False,
baseline,1,dev_0484,0,,4.26,,False,,,other,,False,False,
baseline,1,dev_0486,1,,1.737,,False,,,other,,False,False,
baseline,1,dev_0487,0,,3.15,,False,,,other,,False,False,
baseline,1,dev_0489,0,,0.284,,False,,,other,,False,False,
baseline,1,dev_0490,0,,4.257,,False,,,other,,False,False,
baseline,1,dev_0491,0,,4.258,,False,,,other,,False,False,
baseline,1,dev_0493,1,,5.604,,False,,,other,,False,False,
baseline,1,dev_0494,0,,0.285,,False,,,other,,False,False,
baseline,1,dev_0498,1,,0.328,,False,,,other,,False,False,
baseline,1,dev_0499,0,,4.257,,False,,,other,,False,False,
baseline,1,dev_0501,0,,2.488,,False,,,other,,False,False,
baseline,1,dev_0502,1,,3.284,,False,,,other,,False,False,
baseline,1,dev_0504,1,,4.256,,False,,,other,,False,False,
baseline,1,dev_0506,1,,3.016,,False,,,other,,False,False,
baseline,1,dev_0507,0,,0.283,,False,,,other,,False,False,
baseline,1,dev_0508,0,,5.025,,False,,,other,,False,False,
baseline,1,dev_0509,0,,4.17,,False,,,other,,False,False,
baseline,1,dev_0512,0,,4.256,,False,,,other,,False,False,
baseline,1,dev_0513,0,,0.329,,False,,,other,,False,False,
baseline,1,dev_0515,1,,0.284,,False,,,other,,False,False,
baseline,1,dev_0518,0,,0.592,,False,,,other,,False,False,
baseline,1,dev_0520,1,,1.649,,False,,,other,,False,False,
baseline,1,dev_0521,0,,4.26,,False,,,other,,False,False,
baseline,1,dev_0522,1,,2.795,,False,,,other,,False,False,
baseline,1,dev_0524,1,,4.261,,False,,,other,,False,False,
baseline,1,dev_0525,1,,2.004,,False,,,other,,False,False,
baseline,1,dev_0526,0,,2.902,,False,,,other,,False,False,
baseline,1,dev_0527,0,,3.239,,False,,,other,,False,False,
baseline,1,dev_0528,1,,0.284,,False,,,other,,False,False,
baseline,1,dev_0531,0,,0.284,,False,,,other,,False,False,
baseline,1,dev_0532,0,,4.257,,False,,,other,,False,False,
baseline,1,dev_0534,0,,4.256,,False,,,other,,False,False,
baseline,1,dev_0535,1,,1.208,,False,,,other,,False,False,
baseline,1,dev_0536,1,,1.738,,False,,,other,,False,False,
baseline,1,dev_0537,0,,4.257,,False,,,other,,False,False,
baseline,1,dev_0544,0,,0.812,,False,,,other,,False,False,
baseline,1,dev_0545,1,,4.257,,False,,,other,,False,False,
baseline,1,dev_0546,1,,2.753,,False,,,other,,False,False,
baseline,1,dev_0547,1,,0.284,,False,,,other,,False,False,
baseline,1,dev_0550,1,,0.283,,False,,,other,,False,False,
baseline,1,dev_0551,0,,1.781,,False,,,other,,False,False,
baseline,1,dev_0552,0,,4.259,,False,,,other,,False,False,
baseline,1,dev_0553,0,,2.312,,False,,,other,,False,False,
baseline,1,dev_0555,1,,0.283,,False,,,other,,False,False,
baseline,1,dev_0557,1,,2.487,,False,,,other,,False,False,
baseline,1,dev_0560,0,,5.614,,False,,,other,,False,False,
baseline,1,dev_0562,1,,2.664,,False,,,other,,False,False,
baseline,1,dev_0563,0,,0.328,,False,,,other,,False,False,
baseline,1,dev_0565,0,,2.707,,False,,,other,,False,False,
baseline,1,dev_0566,0,,0.284,,False,,,other,,False,False,
baseline,1,dev_0567,0,,0.327,,False,,,other,,False,False,
baseline,1,dev_0568,0,,0.283,,False,,,other,,False,False,
baseline,1,dev_0569,0,,4.257,,False,,,other,,False,False,
baseline,1,dev_0571,1,,0.328,,False,,,other,,False,False,
baseline,1,dev_0572,0,,2.443,,False,,,other,,False,False,
baseline,1,dev_0573,1,,3.371,,False,,,other,,False,False,
baseline,1,dev_0577,1,,4.258,,False,,,other,,False,False,
baseline,1,dev_0579,0,,0.284,,False,,,other,,False,False,
baseline,1,dev_0580,1,,0.284,,False,,,other,,False,False,
baseline,1,dev_0581,0,,0.284,,False,,,other,,False,False,
baseline,1,dev_0583,1,,3.019,,False,,,other,,False,False,
baseline,1,dev_0584,1,,0.592,,False,,,other,,False,False,
baseline,1,dev_0585,1,,2.752,,False,,,other,,False,False,
baseline,1,dev_0588,1,,4.257,,False,,,other,,False,False,
baseline,1,dev_0589,0,,0.329,,False,,,other,,False,False,
baseline,1,dev_0591,1,,4.258,,False,,,other,,False,False,
baseline,1,dev_0593,0,,0.328,,False,,,other,,False,False,
baseline,1,dev_0594,0,,0.284,,False,,,other,,False,False,
baseline,1,dev_0595,1,,5.601,,False,,,other,,False,False,
baseline,1,dev_0596,0,,2.355,,False,,,other,,False,False,
baseline,1,dev_0598,1,,0.328,,False,,,other,,False,False,
baseline,1,dev_0603,0,,3.371,,False,,,other,,False,False,
baseline,1,dev_0605,0,,4.259,,False,,,other,,False,False,
baseline,1,dev_0606,0,,0.328,,False,,,other,,False,False,
baseline,1,dev_0612,1,,3.992,,False,,,other,,False,False,
baseline,1,dev_0614,1,,4.259,,False,,,other,,False,False,
baseline,1,dev_0615,0,,3.238,,False,,,other,,False,False,
baseline,1,dev_0616,1,,2.355,,False,,,other,,False,False,
baseline,1,dev_0617,1,,3.504,,False,,,other,,False,False,
baseline,1,dev_0618,1,,2.092,,False,,,other,,False,False,
baseline,1,dev_0619,1,,4.257,,False,,,other,,False,False,
baseline,1,dev_0620,1,,0.328,,False,,,other,,False,False,
baseline,1,dev_0621,0,,5.602,,False,,,other,,False,False,
baseline,1,dev_0623,1,,0.328,,False,,,other,,False,False,
baseline,1,dev_0626,1,,4.259,,False,,,other,,False,False,
baseline,1,dev_0627,1,,3.726,,False,,,other,,False,False,
baseline,1,dev_0629,1,,2.708,,False,,,other,,False,False,
baseline,1,dev_0630,0,,4.261,,False,,,other,,False,False,
baseline,1,dev_0631,0,,0.283,,False,,,other,,False,False,
baseline,1,dev_0636,1,,0.284,,False,,,other,,False,False,
baseline,1,dev_0638,1,,2.974,,False,,,other,,False,False,
baseline,1,dev_0641,1,,0.285,,False,,,other,,False,False,
baseline,1,dev_0644,1,,4.259,,False,,,other,,False,False,
baseline,1,dev_0646,1,,3.55,,False,,,other,,False,False,
baseline,1,dev_0647,1,,5.605,,False,,,other,,False,False,
baseline,1,dev_0648,0,,1.606,,False,,,other,,False,False,
baseline,1,dev_0650,1,,1.208,,False,,,other,,False,False,
baseline,1,dev_0652,0,,1.958,,False,,,other,,False,False,
baseline,1,dev_0653,1,,4.258,,False,,,other,,False,False,
baseline,1,dev_0654,0,,0.284,,False,,,other,,False,False,
baseline,1,dev_0655,1,,0.284,,False,,,other,,False,False,
baseline,1,dev_0656,1,,0.328,,False,,,other,,False,False,
baseline,1,dev_0657,1,,4.256,,False,,,other,,False,False,
baseline,1,dev_0658,0,,3.327,,False,,,other,,False,False,
baseline,1,dev_0661,1,,0.329,,False,,,other,,False,False,
baseline,1,dev_0662,1,,4.215,,False,,,other,,False,False,
baseline,1,dev_0668,0,,1.475,,False,,,other,,False,False,
baseline,1,dev_0671,1,,0.548,,False,,,other,,False,False,
baseline,1,dev_0675,0,,0.328,,False,,,other,,False,False,
baseline,1,dev_0678,0,,4.261,,False,,,other,,False,False,
baseline,1,dev_0680,0,,2.752,,False,,,other,,False,False,
baseline,1,dev_0682,1,,3.77,,False,,,other,,False,False,
baseline,1,dev_0686,1,,0.328,,False,,,other,,False,False,
baseline,1,dev_0691,0,,2.754,,False,,,other,,False,False,
baseline,1,dev_0692,1,,0.285,,False,,,other,,False,False,
baseline,1,dev_0696,0,,3.638,,False,,,other,,False,False,
baseline,1,dev_0697,1,,2.532,,False,,,other,,False,False,
baseline,1,dev_0699,0,,0.284,,False,,,other,,False,False,
baseline,1,dev_0701,1,,0.284,,False,,,other,,False,False,
baseline,1,dev_0703,0,,0.284,,False,,,other,,False,False,
baseline,1,dev_0704,1,,0.68,,False,,,other,,False,False,
baseline,1,dev_0708,0,,4.257,,False,,,other,,False,False,
baseline,1,dev_0711,1,,0.284,,False,,,other,,False,False,
baseline,1,dev_0713,0,,3.772,,False,,,other,,False,False,
baseline,1,dev_0718,1,,4.258,,False,,,other,,False,False,
baseline,1,dev_0720,1,,3.86,,False,,,other,,False,False,
baseline,1,dev_0721,0,,4.499,,False,,,other,,False,False,
baseline,1,dev_0724,0,,0.328,,False,,,other,,False,False,
baseline,1,dev_0731,0,,0.283,,False,,,other,,False,False,
baseline,1,dev_0734,1,,2.754,,False,,,other,,False,False,
baseline,1,dev_0735,1,,2.974,,False,,,other,,False,False,
baseline,1,dev_0736,1,,2.974,,False,,,other,,False,False,
baseline,1,dev_0737,0,,2.818,,False,,,other,,False,False,
baseline,1,dev_0738,0,,0.333,,False,,,other,,False,False,
baseline,1,dev_0740,1,,0.328,,False,,,other,,False,False,
baseline,1,dev_0741,0,,4.258,,False,,,other,,False,False,
baseline,1,dev_0744,1,,0.284,,False,,,other,,False,False,
baseline,1,dev_0746,1,,1.67,,False,,,other,,False,False,
baseline,1,dev_0749,0,,0.592,,False,,,other,,False,False,
baseline,1,dev_0752,1,,0.284,,False,,,other,,False,False,
baseline,1,dev_0754,1,,4.258,,False,,,other,,False,False,
baseline,1,dev_0757,1,,4.259,,False,,,other,,False,False,
baseline,1,dev_0759,0,,1.033,,False,,,other,,False,False,
baseline,1,dev_0764,1,,0.284,,False,,,other,,False,False,
baseline,1,dev_0765,1,,0.328,,False,,,other,,False,False,
baseline,1,dev_0767,1,,4.261,,False,,,other,,False,False,
baseline,1,dev_0770,1,,4.266,,False,,,other,,False,False,
baseline,1,dev_0771,0,,4.261,,False,,,other,,False,False,
baseline,1,dev_0773,1,,4.261,,False,,,other,,False,False,
baseline,1,dev_0778,1,,2.93,,False,,,other,,False,False,
baseline,1,dev_0782,1,,0.328,,False,,,other,,False,False,
baseline,1,dev_0783,0,,0.329,,False,,,other,,False,False,
baseline,1,dev_0787,0,,1.253,,False,,,other,,False,False,
baseline,1,dev_0788,0,,4.261,,False,,,other,,False,False,
baseline,1,dev_0790,0,,4.261,,False,,,other,,False,False,
baseline,1,dev_0794,1,,5.607,,False,,,other,,False,False,
baseline,1,dev_0795,0,,2.842,,False,,,other,,False,False,
baseline,1,dev_0797,1,,2.267,,False,,,other,,False,False,
baseline,1,dev_0798,0,,0.284,,False,,,other,,False,False,
baseline,1,dev_0799,1,,3.196,,False,,,other,,False,False,
baseline,1,dev_0814,1,,3.063,,False,,,other,,False,False,
baseline,1,dev_0815,1,,0.327,,False,,,other,,False,False,
baseline,1,dev_0816,0,,0.328,,False,,,other,,False,False,
baseline,1,dev_0817,0,,1.298,,False,,,other,,False,False,
baseline,1,dev_0822,1,,0.328,,False,,,other,,False,False,
baseline,1,dev_0823,0,,0.284,,False,,,other,,False,False,
baseline,1,dev_0825,0,,0.328,,False,,,other,,False,False,
baseline,1,dev_0829,0,,4.266,,False,,,other,,False,False,
baseline,1,dev_0831,1,,0.285,,False,,,other,,False,False,
baseline,1,dev_0832,0,,3.552,,False,,,other,,False,False,
baseline,1,dev_0833,0,,0.284,,False,,,other,,False,False,
baseline,1,dev_0835,1,,2.979,,False,,,other,,False,False,
baseline,1,dev_0837,1,,4.262,,False,,,other,,False,False,
baseline,1,dev_0838,1,,4.261,,False,,,other,,False,False,
baseline,1,dev_0839,0,,4.453,,False,,,other,,False,False,
baseline,1,dev_0842,1,,0.328,,False,,,other,,False,False,
baseline,1,dev_0844,1,,2.532,,False,,,other,,False,False,
baseline,1,dev_0845,1,,4.257,,False,,,other,,False,False,
baseline,1,dev_0848,1,,2.928,,False,,,other,,False,False,
baseline,1,dev_0851,0,,4.281,,False,,,other,,False,False,
baseline,1,dev_0852,0,,1.795,,False,,,other,,False,False,
baseline,1,dev_0853,0,,5.602,,False,,,other,,False,False,
baseline,1,dev_0854,0,,3.462,,False,,,other,,False,False,
baseline,1,dev_0855,1,,2.886,,False,,,other,,False,False,
baseline,1,dev_0859,0,,4.266,,False,,,other,,False,False,
baseline,1,dev_0861,0,,0.328,,False,,,other,,False,False,
baseline,1,dev_0862,0,,3.549,,False,,,other,,False,False,
baseline,1,dev_0863,0,,4.259,,False,,,other,,False,False,
baseline,1,dev_0864,1,,0.284,,False,,,other,,False,False,
baseline,1,dev_0865,0,,0.328,,False,,,other,,False,False,
baseline,1,dev_0866,1,,1.561,,False,,,other,,False,False,
baseline,1,dev_0867,0,,1.627,,False,,,other,,False,False,
baseline,1,dev_0868,0,,3.373,,False,,,other,,False,False,
baseline,1,dev_0870,0,,1.958,,False,,,other,,False,False,
baseline,1,dev_0871,1,,0.284,,False,,,other,,False,False,
baseline,1,dev_0872,0,,4.262,,False,,,other,,False,False,
baseline,1,dev_0873,1,,2.976,,False,,,other,,False,False,
baseline,1,dev_0874,0,,4.259,,False,,,other,,False,False,
baseline,1,dev_0875,1,,3.196,,False,,,other,,False,False,
baseline,1,dev_0878,1,,3.327,,False,,,other,,False,False,
baseline,1,dev_0880,0,,3.992,,False,,,other,,False,False,
baseline,1,dev_0883,1,,4.261,,False,,,other,,False,False,
baseline,1,dev_0885,0,,4.259,,False,,,other,,False,False,
baseline,1,dev_0888,0,,4.037,,False,,,other,,False,False,
baseline,1,dev_0896,1,,2.312,,False,,,other,,False,False,
baseline,1,dev_0898,0,,4.258,,False,,,other,,False,False,
baseline,1,dev_0900,0,,0.284,,False,,,other,,False,False,
baseline,1,dev_0901,1,,4.257,,False,,,other,,False,False,
baseline,1,dev_0908,0,,0.328,,False,,,other,,False,False,
baseline,1,dev_0909,1,,4.258,,False,,,other,,False,False,
baseline,1,dev_0910,1,,4.259,,False,,,other,,False,False,
baseline,1,dev_0911,0,,3.15,,False,,,other,,False,False,
