scaffold,L,boolq_id,gold,reply,timing_s,first_token,compliant,pred_strict,correct_strict,pred_label,pred_raw,is_answered,is_idk,answered_correct
memory,21,dev_0596,0,"NO, C# is a programming language developed by Microsoft, while Visual C#",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_0598,0,"YES, the Vice President is the head of the Senate.",,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_0612,0,"NO, popcorn is made from popcorn kernels, not corn on the cob.",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_0617,0,YES,,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_0662,0,NO,,no,True,0.0,True,no,no,True,False,True
memory,21,dev_0678,0,"NO, it is not safe to wash your kid's mouth out with soap.",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_0696,0,"YES, New Hampshire has a seat belt law that requires all drivers and passengers to",,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_0711,0,NO,,no,True,0.0,True,no,no,True,False,True
memory,21,dev_0718,0,"NO, Chicago is the third largest city in the United States, not the largest",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_0724,0,YES,,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_0731,0,"NO, egg drop soup is typically cooked with eggs, so there should not be",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_0737,0,"NO, a Cornish game hen is not a baby chicken. It is a",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_0754,0,NO,,no,True,0.0,True,no,no,True,False,True
memory,21,dev_0759,0,"YES, North and South Korea speak the same language, which is Korean. However",,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_0764,0,NO,,no,True,0.0,True,no,no,True,False,True
memory,21,dev_0782,0,"Yes, AC Milan and Inter Milan share the San Siro stadium, also known",,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_0817,0,"Yes, there is a post-credit scene in Deadpool 2.",,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_0829,0,"NO, the Battle of New Orleans was fought after the War of 1812",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_0832,0,YES,,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_0837,0,"NO, universal healthcare and socialized medicine are not the same thing. Universal healthcare",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_0853,0,NO,,no,True,0.0,True,no,no,True,False,True
memory,21,dev_0854,0,"NO, elephants are not at the top of the food chain. They are considered",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_0862,0,"NO, we don't have to say 'check' in chess. The term '",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_0871,0,YES,,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_0916,0,"NO
###",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_0922,0,"NO, a passport card cannot be used to fly to Canada. It is only",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_0933,0,YES,,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_0934,0,NO,,no,True,0.0,True,no,no,True,False,True
memory,21,dev_0940,0,NO,,no,True,0.0,True,no,no,True,False,True
memory,21,dev_0944,0,"YES, Greece and Rome were around at the same time, with the Greek civilization",,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_0952,0,"NO, Merrill Lynch and Bank of America are not the same. Merrill Lynch was",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_0958,0,"YES, the eyes are part of the nervous system as they contain specialized cells called",,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_0981,0,"NO, pyruvic acid and pyruvate are not the same thing.",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_0991,0,YES,,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_0994,0,NO,,no,True,0.0,True,no,no,True,False,True
memory,21,dev_0996,0,"NO, Radiator Springs is a fictional town from the Pixar Cars film, not",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1006,0,I don't know,,i,False,,,idk,i don't know,False,True,
memory,21,dev_1011,0,YES,,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_1022,0,"YES, enterprise value is the same as firm value. Both terms refer to the",,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_1049,0,"YES, a red panda is related to a panda, but they are not the",,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_1062,0,"NO, a wheel and axle cannot be called a lever because they are different types",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1075,0,NO,,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1102,0,I don't know.,,i,False,,,idk,i don't know,False,True,
memory,21,dev_1110,0,NO,,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1112,0,"NO, nuclear power and nuclear energy are not the same thing. Nuclear power refers",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1113,0,NO,,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1121,0,YES,,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_1133,0,"NO, The Crew 2 does not have a storyline. It is a multiplayer",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1138,0,NO,,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1146,0,YES,,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_1155,0,"NO, GMC Sierra and Chevy Silverado are not the same. They are both pickup",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1175,0,"YES, Michigan was a state during the Civil War.",,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_1178,0,"YES, the 1908 Chicago Cubs went undefeated during the regular season, winning",,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_1183,0,NO,,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1196,0,"YES, a person can have dual citizenship in India if they are a citizen of",,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_1204,0,"No, the Eye of Agamotto is not the Time Stone. It is",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1205,0,"NO, you cannot take out the king in chess. The king is the most",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1209,0,"NO
###",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1227,0,"NO, 1 is not considered a prime factor of any number because it does",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1229,0,NO,,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1230,0,YES,,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_1235,0,"YES
###",,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_1239,0,NO,,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1241,0,YES,,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_1250,0,"YES, the micropyle serves for the emergence of the radicle during seed germ",,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_1256,0,YES,,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_1261,0,"YES, Louisiana has a state income tax.",,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_1267,0,"YES, Better Call Saul is set after Breaking Bad.",,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_1271,0,YES,,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_1283,0,NO,,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1285,0,"YES, Janet Guthrie won the Indianapolis 500 in 1977.",,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_1286,0,"Yes, there is a difference between lightning bugs and fireflies. Lightning bugs are",,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_1294,0,"NO, a terminating decimal cannot be written as a recurring decimal.",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1296,0,NO,,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1303,0,"NO, you do not have to touch the ball to be offside in soccer",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1307,0,"NO, you cannot score directly from a kickoff in football. The ball must touch",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1311,0,"NO, the crankshaft pulley and harmonic balancer are not the same thing.",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1316,0,"NO, the arch in St. Louis is not a national park; it is",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1317,0,"NO, planets are not involved in the formation of an actual planetary nebula.",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1333,0,NO,,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1336,0,"NO, nerves are part of the peripheral nervous system, not the central nervous system",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1345,0,I don't know,,i,False,,,idk,i don't know,False,True,
memory,21,dev_1359,0,"NO, you cannot give yourself an assist in basketball because an assist is credited to",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1370,0,YES,,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_1371,0,YES,,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_1372,0,"NO, a kilowatt-hour is a unit of energy, not power. Power",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1382,0,"NO, a catcher cannot block home plate without the ball as it would be considered",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1406,0,"Yes, the Postmaster General is appointed by the President and confirmed by the Senate",,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_1408,0,"NO, you cannot run on a caught foul ball in baseball. When a ball",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1413,0,"NO, Brazil has never won the FIFA World Cup in Europe. They have won",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1419,0,NO,,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1420,0,"YES, 4x4 and four-wheel drive are essentially the same thing,",,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_1423,0,"NO, ""Take Me Home, Country Roads"" is about West Virginia, not",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1424,0,"NO, Hawaii does not experience cold temperatures at night due to its tropical climate and",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1436,0,"NO, equity in your home is not a liquid asset because it cannot be easily",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1438,0,NO,,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1452,0,YES,,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_1455,0,"NO, the abdomen is the entire lower part of the body that contains the stomach",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1464,0,"NO, a sweet potato is not part of the potato family. It belongs to",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1467,0,"YES, a grade D at A-level is considered a pass in the UK.",,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_1473,0,"NO, a sailboat cannot travel faster than the wind. The apparent wind speed",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1489,0,"YES
###",,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_1498,0,YES,,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_1508,0,YES,,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_1515,0,"YES, there is a law that requires us to pay federal income taxes. The",,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_1517,0,"NO, you cannot use hydraulic fluid as brake fluid, as they have different properties",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1528,0,YES,,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_1533,0,"YES, the July 27, 2018 lunar eclipse was visible in the",,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_1534,0,NO,,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1546,0,"NO, a passport card cannot be used for REAL ID purposes. The REAL ID",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1552,0,"NO, the poly(A) tail is added after the stop codon during the",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1557,0,"YES, New York State has the death penalty.",,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_1563,0,YES,,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_1627,0,"NO, the esophagus is not in front of the heart; it is located",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1632,0,"NO, the World Health Organization (WHO) is not a government organization; it",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1650,0,"YES, it is illegal to take a stop sign as it is considered theft and",,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_1655,0,"YES, there is a difference between soy and soya sauce. Soy refers to",,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_1658,0,"NO, the Nazca Lines are best viewed from the air or from a high",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1659,0,YES,,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_1673,0,YES,,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_1680,0,"YES, picking your nose can affect your sense of smell. It can lead to",,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_1687,0,YES,,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_1698,0,"NO, Fullmetal Alchemist: Brotherhood is not a continuation of the original Full",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1707,0,YES,,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_1727,0,NO,,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1736,0,"NO, the magnitude of a physical quantity does not change with a change in the",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1737,0,"NO, you cannot take a jump shot on a free throw. Free throws are",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1740,0,"NO, spongy bone is not found in the medullary cavity,",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1743,0,"I don't know
###",,i,False,,,idk,i don't know,False,True,
memory,21,dev_1749,0,NO,,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1750,0,"NO, fighting words are not protected under freedom of speech.
###
###",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1757,0,"YES, the profit and loss statement and income statement are the same thing. They",,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_1763,0,"YES, the House of Representatives is one of the two chambers of Congress, along",,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_1775,0,"NO, the NBA playoffs are not played in a 2-3-2",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1789,0,YES,,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_1806,0,"NO, the U.S. no longer issues $1,000 bills as of",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1814,0,YES,,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_1823,0,NO,,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1832,0,NO,,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1849,0,NO,,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1851,0,YES,,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_1857,0,"YES
###",,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_1895,0,"NO, the empty set is not an element of itself. In set theory,",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1906,0,"NO, college football players do not have to enter the NFL Draft to play professionally",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1916,0,"NO, Pokémon: Let's Go, Pikachu! and Let's Go, Eevee",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1919,0,"YES, one element can be transmuted into another through nuclear reactions such as",,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_1924,0,"NO, a car's serial number is not the same as its VIN. The",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1938,0,"NO, the empty set is not an element of the set that contains the empty",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1948,0,"NO, a chicken is a female bird, while a rooster is a male bird",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1950,0,"NO, the Gulf of Mexico is considered a marginal sea, which is a body",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1960,0,NO,,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1977,0,"NO, according to the natural-born citizen clause in the United States Constitution, a",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1995,0,NO,,no,True,0.0,True,no,no,True,False,True
memory,21,dev_1997,0,YES,,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_2009,0,"YES, Color Wonder markers can work on regular paper, but the results may not",,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_2032,0,YES,,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_2045,0,NO,,no,True,0.0,True,no,no,True,False,True
memory,21,dev_2053,0,"NO, you can score points while receiving as well as serving in tennis.",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_2061,0,I don't know.,,i,False,,,idk,i don't know,False,True,
memory,21,dev_2065,0,NO,,no,True,0.0,True,no,no,True,False,True
memory,21,dev_2068,0,"NO, Allied Waste and Republic Services are two separate companies in the waste management industry",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_2078,0,"YES, black cumin seed is the same as black seed. Black cumin seed is",,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_2079,0,YES,,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_2088,0,"No, there is no official language at the federal level in the United States.",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_2091,0,YES,,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_2094,0,YES,,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_2095,0,YES,,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_2139,0,"NO, you cannot travel internationally with a passport card. It is only valid for",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_2166,0,YES,,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_2184,0,YES,,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_2187,0,"NO, you cannot jump while taking a free throw in basketball. Jumping while",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_2192,0,"YES, a lieutenant colonel is higher than a colonel in the military rank",,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_2196,0,"NO, red-eared slider turtles do not lay eggs in water. They lay",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_2199,0,NO,,no,True,0.0,True,no,no,True,False,True
memory,21,dev_2204,0,NO,,no,True,0.0,True,no,no,True,False,True
memory,21,dev_2220,0,"Yes, the ball is dead on an infield fly. An infield fly",,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_2224,0,"NO, there is no such thing as a blue ruby. Rubies are red",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_2232,0,YES,,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_2234,0,"NO, Pokémon: Let's Go, Eevee! is not a spin-off;",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_2237,0,"NO, the Riviera Maya is not on the Gulf of Mexico. It is located",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_2247,0,"NO, you cannot go into a liquor store under 21 in New Jersey,",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_2248,0,I don't know.,,i,False,,,idk,i don't know,False,True,
memory,21,dev_2266,0,"YES, a Nissan Pathfinder is a full-size SUV.",,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_2275,0,"NO, it is not legal to count cards in Las Vegas or any other casino",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_2295,0,I don't know.,,i,False,,,idk,i don't know,False,True,
memory,21,dev_2304,0,NO,,no,True,0.0,True,no,no,True,False,True
memory,21,dev_2306,0,"NO, because the house edge in roulette is 5.26%, which means",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_2310,0,"NO, In-N-Out Burger is not a franchise; it is a privately held",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_2315,0,"NO, centripetal and centrifugal forces are not an action-reaction pair.",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_2323,0,I don't know,,i,False,,,idk,i don't know,False,True,
memory,21,dev_2328,0,"Yes, there is such a thing as Corinthian leather, which is a high",,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_2350,0,YES,,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_2382,0,NO,,no,True,0.0,True,no,no,True,False,True
memory,21,dev_2387,0,"NO, Northern Ireland does not have a World Cup team as it is not a",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_2388,0,I don't know.,,i,False,,,idk,i don't know,False,True,
memory,21,dev_2396,0,NO,,no,True,0.0,True,no,no,True,False,True
memory,21,dev_2408,0,"YES, employment termination is often synonymous with being fired, although there can be other",,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_2413,0,"YES, the movie Stalingrad is based on a true story, as it",,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_2428,0,"NO, a PICC line is not typically used for nutrition. It is primarily",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_2433,0,I don't know. It depends on the specific military branch and its regulations regarding facial,,i,False,,,idk,i don't know,False,True,
memory,21,dev_2434,0,"NO, the national anthem of Spain, ""Marcha Real,"" is a lyric",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_2447,0,"NO, in Major League Baseball (MLB) playoffs, the home-field advantage",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_2473,0,NO,,no,True,0.0,True,no,no,True,False,True
memory,21,dev_2479,0,"NO, Hong Kong is not inside the Great Firewall of China. Hong Kong is",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_2504,0,YES,,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_2532,0,"NO, twins cannot be born inside each other as they are two separate individuals that",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_2537,0,I don't know.,,i,False,,,idk,i don't know,False,True,
memory,21,dev_2538,0,I don't know,,i,False,,,idk,i don't know,False,True,
memory,21,dev_2547,0,NO,,no,True,0.0,True,no,no,True,False,True
memory,21,dev_2548,0,NO,,no,True,0.0,True,no,no,True,False,True
memory,21,dev_2555,0,"NO
###",,no,True,0.0,True,no,no,True,False,True
memory,21,dev_2566,0,YES,,yes,True,1.0,False,yes,yes,True,False,False
memory,21,dev_2572,0,NO,,no,True,0.0,True,no,no,True,False,True
